"annotation"	"coefficient.agl"	"pvalue.agl"	"adj.pvalue.agl"
"STMN4"	7.65947490263392	2.33939102435454e-21	1.02771787090919e-16
"AHSG"	-9.36245355861893	5.76447662234234e-21	1.26619611248061e-16
"HBG1"	-9.64885817960269	1.51412320266756e-20	2.21723154721296e-16
"SPARCL1"	8.96468304480485	3.25729435998612e-20	2.60120715896255e-16
"STMN2"	9.43986742583778	4.1360579495178e-20	2.60120715896255e-16
"SCN2B"	6.88591996311387	4.43306400357618e-20	2.60120715896255e-16
"CHN1"	6.25781022937221	4.58658176321591e-20	2.60120715896255e-16
"DKFZp761H039"	6.12152905146209	4.73689587573704e-20	2.60120715896255e-16
"TFF1"	-8.47431932074363	8.18188169406977e-20	3.99375827446865e-16
"SNAP25"	7.36373276494132	1.07643798923514e-19	4.52186533889528e-16
"OLFM1"	6.32328255609272	1.22130356570598e-19	4.52186533889528e-16
"SLC1A3"	6.06791023823016	1.31846620041419e-19	4.52186533889528e-16
"TTYH1"	5.54802506027184	1.42450170938566e-19	4.52186533889528e-16
"APC2"	6.10572378068375	1.50147449394209e-19	4.52186533889528e-16
"BIRC5"	-6.69378081780415	1.57099461865978e-19	4.52186533889528e-16
"ATP6V1G2"	7.11959476949528	1.64689730309632e-19	4.52186533889528e-16
"STMN2"	8.45438038839181	1.86404273716239e-19	4.67436584248558e-16
"TU3A"	8.19372456969342	1.91524402277982e-19	4.67436584248558e-16
"IGFBP1"	-6.80918119792442	2.20145746719579e-19	4.84935102362585e-16
"DNM3"	7.13468517115668	2.38466859960745e-19	4.84935102362585e-16
"ITGB7"	-7.11069631345029	2.53419930621422e-19	4.84935102362585e-16
"HOP"	6.21904836246947	2.6141962856525e-19	4.84935102362585e-16
"CRYAB"	6.9472025340914	2.68272876879244e-19	4.84935102362585e-16
"THC2373072"	5.9424397367518	2.76036139912516e-19	4.84935102362585e-16
"APOA1"	-5.63599771464171	2.85083333276217e-19	4.84935102362585e-16
"MLPH"	-5.43112420723965	2.87002632797506e-19	4.84935102362585e-16
"GDF15"	-6.33573522563015	2.98960415545866e-19	4.86430741309091e-16
"APC2"	7.04565038674631	3.38739911681019e-19	5.3147082357353e-16
"MLC1"	6.07499871481052	3.81813175031854e-19	5.78394296287047e-16
"MT3"	8.61641044606179	4.35653733690904e-19	6.22297155647633e-16
"SCHIP1"	4.83321235653821	4.39125260637741e-19	6.22297155647633e-16
"APOH"	-6.64387271870952	4.66250517366915e-19	6.33129331779009e-16
"A2BP1"	6.8078398858238	4.77387208440101e-19	6.33129331779009e-16
"AHSG"	-7.64146772699901	4.90004718319326e-19	6.33129331779009e-16
"ATP1A2"	6.81640919612421	5.31056359071092e-19	6.66566768867204e-16
"KIF5A"	5.67613324222671	6.27327995142132e-19	7.59660473741253e-16
"OLIG1"	5.32870867180916	6.39808734798351e-19	7.59660473741253e-16
"A_24_P109661"	-5.82208211716255	7.04578830561948e-19	8.1454875277413e-16
"TUBA6"	-5.00571529040649	7.26153141075546e-19	8.17964965143328e-16
"TK1"	-5.11766775614395	8.08584830930877e-19	8.69154060511484e-16
"COX7A1"	6.36399618460114	8.11165611549267e-19	8.69154060511484e-16
"CNTN2"	7.3799702228257	9.11213089755129e-19	9.30647256504663e-16
"HBB"	9.07858040942311	9.29626416236076e-19	9.30647256504663e-16
"GABRG2"	5.79203039635754	9.32108972848448e-19	9.30647256504663e-16
"ENST00000332292"	-5.6063278624627	1.10934416761194e-18	1.08299108060801e-15
"A_23_P435390"	-6.89705338927813	1.15743036768331e-18	1.1053711626673e-15
"HBZ"	-7.00846733141187	1.22738584185073e-18	1.14724015783712e-15
"KIAA0513"	5.33807972948816	1.29906409345058e-18	1.1780696919585e-15
"AY172962"	-8.3047020329749	1.34362040672251e-18	1.1780696919585e-15
"HMP19"	6.58064027587139	1.36895065202448e-18	1.1780696919585e-15
"DHRS2"	-6.58816070583815	1.38318483005557e-18	1.1780696919585e-15
"MAGEA2B"	-5.97394671511287	1.40437971938538e-18	1.1780696919585e-15
"LOC132391"	-5.39333223822976	1.42126729812206e-18	1.1780696919585e-15
"CA10"	5.86702905259656	1.61358644719608e-18	1.31271233725502e-15
"NEUROD2"	7.26979972616457	1.64845319518935e-18	1.31575403234991e-15
"SV2B"	6.86302939439907	1.69131274972815e-18	1.31575403234991e-15
"SILV"	-8.00332228133981	1.72664234268622e-18	1.31575403234991e-15
"ENST00000331037"	-5.28523505436641	1.75017566215478e-18	1.31575403234991e-15
"KALRN"	5.71717479248957	1.78285941998389e-18	1.31575403234991e-15
"SNIP"	6.29440725800628	1.79702811092383e-18	1.31575403234991e-15
"CCK"	7.8602132060963	1.84599861961626e-18	1.3229427998874e-15
"SLC32A1"	4.99796005367826	1.86707458498598e-18	1.3229427998874e-15
"A_24_P584463"	-5.66202424514427	2.1648364658433e-18	1.50322275278589e-15
"CPLX3"	5.06764025662114	2.18994004639769e-18	1.50322275278589e-15
"ALB"	-8.84570858936052	2.26060807543631e-18	1.52785805172296e-15
"FGG"	-5.40295187741156	2.53094230453407e-18	1.65898840557079e-15
"GRIN2C"	6.62081878520661	2.56341917759357e-18	1.65898840557079e-15
"DUSP26"	7.07666271591378	2.57072535588922e-18	1.65898840557079e-15
"MYC"	-4.98723836189959	2.60568163675729e-18	1.65898840557079e-15
"PTGDS"	8.02082175166752	2.79121622926521e-18	1.75172743096928e-15
"TU3A"	7.48060466590245	2.88040713077048e-18	1.7822417698856e-15
"GATM"	5.00328855181354	2.94652534089221e-18	1.797830621538e-15
"GPR158"	4.95783919418313	2.98993981559175e-18	1.79932939779125e-15
"CHGB"	6.84925196297723	3.41159696539783e-18	1.986435326832e-15
"NEFL"	6.82829913203019	3.41689789859855e-18	1.986435326832e-15
"PACSIN1"	6.52731125298447	3.46557500286011e-18	1.986435326832e-15
"A_24_P306704"	-5.73334179527908	3.48172179477052e-18	1.986435326832e-15
"UCHL1"	4.67729330853159	3.82337100779178e-18	2.15339117619616e-15
"IGSF21"	5.73724003219973	3.92964028518075e-18	2.18522819453513e-15
"A_24_P186746"	-5.60495626426145	4.32400624027603e-18	2.34553264132214e-15
"CNDP1"	6.67525939695218	4.32469426935634e-18	2.34553264132214e-15
"TYR"	-5.40683147565825	4.52776895067351e-18	2.42572460697607e-15
"GPM6A"	8.03297064215516	4.59485246089027e-18	2.43200558384784e-15
"APOA2"	-6.80812034010908	4.7173008249305e-18	2.44760250508141e-15
"DIRAS2"	4.81666023129088	4.73574953750017e-18	2.44760250508141e-15
"TFPI2"	-5.49275343531056	4.88381555020927e-18	2.4947779178633e-15
"LOC91353"	-6.28478739369572	5.04546876970693e-18	2.53600529002975e-15
"CDC2"	-5.00299690887	5.0799769074826e-18	2.53600529002975e-15
"SCN4B"	4.78526402368249	5.26701673596732e-18	2.59196075507631e-15
"AK054939"	6.01741822516079	5.31006505558416e-18	2.59196075507631e-15
"TMEM35"	5.31241645374265	5.39851036048746e-18	2.60617536974258e-15
"IGLL1"	-6.28740051334575	5.58905475544212e-18	2.66883439631878e-15
"DPP6"	5.5889031523043	5.97048748852279e-18	2.82031705223973e-15
"CRYM"	6.32034697827748	6.03543208540008e-18	2.82066560578416e-15
"EZH2"	-4.3585643327306	6.24105794736455e-18	2.82778873394155e-15
"FLJ37266"	5.20131969100017	6.29735707066292e-18	2.82778873394155e-15
"NRXN2"	5.2355197500241	6.31707382965048e-18	2.82778873394155e-15
"NFE2"	-4.42095413100373	6.35701677434121e-18	2.82778873394155e-15
"GAGE7"	-6.55465361793068	6.39177867221469e-18	2.82778873394155e-15
"A_24_P418687"	-5.38643731315735	6.43688678596333e-18	2.82778873394155e-15
"LOC440360"	4.73893467982037	6.5718710787441e-18	2.85850364713175e-15
"CLDN5"	6.96153908412593	6.69365770916542e-18	2.88293212569947e-15
"BE816002"	5.76728703979576	6.88280561086409e-18	2.92155896968008e-15
"FEZ1"	4.31170116419481	6.97438734445235e-18	2.92155896968008e-15
"MGC39606"	4.97721967709615	6.98285246901751e-18	2.92155896968008e-15
"CSF1R"	5.27003415948252	7.20127644757392e-18	2.98398211591103e-15
"FLJ20366"	4.47565725298716	7.26789935131182e-18	2.98398211591103e-15
"PEPP-2"	-6.09405072926233	7.43129152575362e-18	3.00002865095761e-15
"BM039"	-4.22570785470486	7.44356201667113e-18	3.00002865095761e-15
"ZIC1"	5.30553532517303	7.64884471207986e-18	3.05473997314891e-15
"LOC157627"	4.79562670023651	7.72420665709157e-18	3.05704615002423e-15
"RPIP8"	5.44092547093294	7.8457719011547e-18	3.0774339766931e-15
"PLK1"	-4.3956421294141	8.03230401008146e-18	3.12271811917601e-15
"CR613736"	-5.17979798357008	8.23274434882432e-18	3.17256747358071e-15
"POU5F1"	-4.17982669491901	8.83238803868611e-18	3.37404903415234e-15
"HMMR"	-4.72360773619662	9.08743891062221e-18	3.3938582276583e-15
"SPTB"	6.93228767073103	9.16512883451978e-18	3.3938582276583e-15
"GFAP"	5.51696475136098	9.19922955100613e-18	3.3938582276583e-15
"SLC16A3"	-4.12711170797526	9.3070115715553e-18	3.3938582276583e-15
"SYT4"	7.21914312029156	9.36097160091644e-18	3.3938582276583e-15
"KIF2C"	-4.85829822168936	9.3958591379304e-18	3.3938582276583e-15
"TYMS"	-4.29430131839689	9.42502341795798e-18	3.3938582276583e-15
"FAM64A"	-4.50424714253403	9.60524159886267e-18	3.43063307869623e-15
"CDT1"	-5.31479920321134	9.7603749407051e-18	3.45792767354932e-15
"CALM1"	5.08104414418993	9.8622410272806e-18	3.46606488455571e-15
"ZWINT"	-4.35458487970665	1.02300675054519e-17	3.51121392291082e-15
"RASD1"	4.53740535323994	1.02891598576592e-17	3.51121392291082e-15
"SYNPR"	7.03702197285559	1.02956191301212e-17	3.51121392291082e-15
"CCNB2"	-5.9557519657295	1.03104094160273e-17	3.51121392291082e-15
"HBG1"	-9.60182480925881	1.06061324845991e-17	3.58413850908402e-15
"SGNE1"	4.70626263237123	1.09920619846229e-17	3.68620057287381e-15
"ENST00000351766"	-4.86843582585915	1.11508752721183e-17	3.68768867500616e-15
"BC056907"	-4.99308716791161	1.11643849167062e-17	3.68768867500616e-15
"KCNC1"	6.50874096133543	1.13141545586881e-17	3.70926958147556e-15
"LOC345430"	-5.2833852834139	1.19535523933183e-17	3.88850021718159e-15
"ENST00000334436"	6.23487412112594	1.21106190160553e-17	3.88850021718159e-15
"ATCAY"	5.94181729891237	1.21263920637791e-17	3.88850021718159e-15
"DKFZp761L1417"	7.45513537833645	1.23453444877743e-17	3.93002412095952e-15
"ENST00000257897"	5.6636042550152	1.28242377344242e-17	4.05310494899993e-15
"ANK3"	4.2686291548817	1.32172020184846e-17	4.14746358481464e-15
"CPE"	4.23787253351587	1.35107855839619e-17	4.20952001056049e-15
"NTS"	-4.48686672044607	1.37665695595347e-17	4.25900822056281e-15
"RASGEF1A"	3.90263939121062	1.47956598049666e-17	4.54537154469922e-15
"AATK"	4.89450443980616	1.51139492426493e-17	4.61090905679741e-15
"AFP"	-6.18745589591323	1.5994475812851e-17	4.84588494437488e-15
"GPC3"	-5.01713835810289	1.61472912771398e-17	4.85867570613719e-15
"OIP5"	-4.34507650824612	1.65770839139163e-17	4.95406716613779e-15
"CSAG1"	-4.21574250706217	1.77240834442992e-17	5.24957362732978e-15
"PACAP"	-5.45634082124198	1.78048865373458e-17	5.24957362732978e-15
"CD048206"	-4.75975829091196	1.80591891432168e-17	5.26576290809761e-15
"C20orf103"	4.03305712685885	1.80995242339746e-17	5.26576290809761e-15
"A_23_P123234"	-4.03337049796389	1.83581379728871e-17	5.27055732614759e-15
"FABP1"	-5.74448853817173	1.84583790566216e-17	5.27055732614759e-15
"DCAMKL1"	4.4051211083357	1.85512018824758e-17	5.27055732614759e-15
"KIF1B"	3.97031418610139	1.86633463429388e-17	5.27055732614759e-15
"FAM64A"	-4.6359435420793	1.87158713181813e-17	5.27055732614759e-15
"Ells1"	6.17195590065818	1.90523295627078e-17	5.33113305744787e-15
"NAP1L3"	4.20480062214955	1.94398747826625e-17	5.40514644985535e-15
"BC037528"	7.1070910104654	1.9776411122645e-17	5.46413532722589e-15
"PNMA3"	4.8881524430233	2.0250832779078e-17	5.56024584261048e-15
"THC2271508"	-3.98222855060547	2.05832331955578e-17	5.61641004667112e-15
"ENST00000273666"	5.3201756461351	2.07687260692482e-17	5.63204262313669e-15
"A_24_P264293"	-5.1086849455946	2.12287747976158e-17	5.72148040266294e-15
"NKX6-2"	6.43811335627642	2.32350358503993e-17	6.22401438990178e-15
"S100B"	4.75674897068713	2.35715325123267e-17	6.26235620437663e-15
"LOXL2"	-4.3458017031791	2.36632703541126e-17	6.26235620437663e-15
"AK054921"	8.36954426724596	2.4281071310986e-17	6.3684621063175e-15
"ENST00000327707"	-5.34842109124705	2.44667211369611e-17	6.3684621063175e-15
"NELL2"	4.94781568413556	2.44991030472254e-17	6.3684621063175e-15
"GPM6B"	5.25667116963698	2.52102106018772e-17	6.51476330559451e-15
"SEPT4"	4.95571539560198	2.55048095022291e-17	6.5523496271487e-15
"A_23_P123234"	-4.11321522208505	2.63646958377593e-17	6.70672801084098e-15
"KRT19"	-4.67300864287033	2.64943458900815e-17	6.70672801084098e-15
"MMP1"	-5.02403392900467	2.66175926566147e-17	6.70672801084098e-15
"SYT11"	5.39103622863692	2.67163825521197e-17	6.70672801084098e-15
"TTYH1"	4.14258025884034	2.69934047396858e-17	6.73776854329056e-15
"CTNND2"	4.91784948177382	2.81669424535151e-17	6.91187911867713e-15
"IMP-1"	-4.69199577507781	2.81809409022627e-17	6.91187911867713e-15
"ASPM"	-4.93686718069876	2.83499975088527e-17	6.91187911867713e-15
"RGS5"	3.9965371490885	2.84975683675638e-17	6.91187911867713e-15
"LOXL2"	-4.294546320386	2.85450788876329e-17	6.91187911867713e-15
"APOM"	-3.99708617587637	2.87617792601715e-17	6.91187911867713e-15
"TGFBI"	-4.19653463553422	2.87922851452941e-17	6.91187911867713e-15
"SLC5A11"	4.35352800390806	2.91335208210324e-17	6.95578643037377e-15
"FAM64A"	-4.61117763701886	2.94928470719192e-17	7.00351494441342e-15
"NDRG2"	5.61530296971149	2.97670537452871e-17	7.03062601120541e-15
"FAM64A"	-4.65636208649329	3.03488594244666e-17	7.1161141674275e-15
"ANXA2"	-4.10827329371798	3.05611847418323e-17	7.1161141674275e-15
"MGC39606"	5.68114637486732	3.0614954761872e-17	7.1161141674275e-15
"ENST00000330461"	-5.82992921611404	3.10457884620811e-17	7.17827648909308e-15
"THC2272949"	4.74310742506259	3.16198267981219e-17	7.27272571239945e-15
"YPEL4"	4.13335085864959	3.18430956828228e-17	7.28593248146922e-15
"NAP1L5"	3.8172027864164	3.23441027343852e-17	7.33630396025685e-15
"SPANXA1"	-4.82987396976062	3.23972358537213e-17	7.33630396025685e-15
"LOC158931"	3.75531083963993	3.38635852654489e-17	7.62903161177659e-15
"ENST00000312751"	-5.48783127118837	3.48023138928298e-17	7.80051250829544e-15
"ENST00000341287"	4.0286334579878	3.50943579013994e-17	7.82604181201207e-15
"FXYD6"	4.74727459128068	3.59471478631887e-17	7.91052526873839e-15
"IGFBP3"	-4.29771252340796	3.60072303226787e-17	7.91052526873839e-15
"PPP2R2B"	5.20432359443698	3.60134086123165e-17	7.91052526873839e-15
"PACSIN1"	5.86772197020363	3.76999485253842e-17	8.23978327695846e-15
"AK090499"	6.06860815775897	3.83777235363624e-17	8.3437941353043e-15
"A_24_P195164"	-5.1540644878756	3.85556943722377e-17	8.3437941353043e-15
"CNTN2"	5.97733269586484	4.07701532180814e-17	8.75212158601512e-15
"LOC150271"	4.19420772798794	4.10255460192108e-17	8.75212158601512e-15
"PRAME"	-6.63852004751644	4.12597213687898e-17	8.75212158601512e-15
"LOXL2"	-4.28039232108821	4.13122951781162e-17	8.75212158601512e-15
"MAGEH1"	3.46727902150362	4.14386490153e-17	8.75212158601512e-15
"AK092715"	4.47071030349322	4.39407034138067e-17	9.23616766350212e-15
"A_24_P375360"	-4.71045656705548	4.53582417325616e-17	9.4887281788246e-15
"RASSF2"	4.03006700703099	4.58204766468117e-17	9.53999696479187e-15
"IGJ"	-5.26597208182883	4.71605998124416e-17	9.75377474410191e-15
"CAMK2B"	6.30912789841651	4.72912981833718e-17	9.75377474410191e-15
"SH3GL2"	5.98700717112629	4.79264129051733e-17	9.79602256747695e-15
"TCBA1"	4.34295042594476	4.79421104005724e-17	9.79602256747695e-15
"A_23_P122650"	-5.48395319524296	4.85874254187645e-17	9.88191752810991e-15
"IMP-1"	-4.51181388481167	4.90901874371265e-17	9.88942447889865e-15
"MGC15476"	4.65387874143779	4.92686210651193e-17	9.88942447889865e-15
"CRTAM"	5.2237761020745	4.92996735990258e-17	9.88942447889865e-15
"PHYHIP"	5.8888130218167	4.95987672908292e-17	9.90419748115191e-15
"THC2377128"	3.55255880607609	5.4937421727321e-17	1.09206148140405e-14
"WISP2"	-4.1725292191923	5.53966997431299e-17	1.09623081820515e-14
"KIAA1189"	5.00715395548138	5.61921861373489e-17	1.10062522324284e-14
"KCNMA1"	4.54073951237736	5.62846108219934e-17	1.10062522324284e-14
"TOP2A"	-5.04710333701318	5.63703706334115e-17	1.10062522324284e-14
"RAMP1"	4.11602969884958	5.66679186984645e-17	1.1015390868771e-14
"C9orf157"	3.90628041090364	5.95568199429295e-17	1.1525950030453e-14
"C20orf39"	3.91064813845658	6.03459142618498e-17	1.16274401729707e-14
"PRKCZ"	3.79353439984552	6.11959212036088e-17	1.17397293205054e-14
"KCND2"	4.71350054865918	6.34100851951191e-17	1.21116019682903e-14
"SLC12A5"	5.57000869146513	6.39890497866691e-17	1.21692768232821e-14
"A_24_P255954"	-5.80356645136984	6.5417074161087e-17	1.23400295621811e-14
"LOC440765"	-4.71722153059496	6.54487010991829e-17	1.23400295621811e-14
"CHGB"	5.44018652771298	6.8141089523893e-17	1.27256814478188e-14
"LOC441801"	5.98215809139813	6.83550473541443e-17	1.27256814478188e-14
"FAM64A"	-4.72089819386446	6.84586346034658e-17	1.27256814478188e-14
"CDO1"	3.34980224618995	6.86528078835686e-17	1.27256814478188e-14
"A_32_P112546"	-5.52503932657118	6.91011932752525e-17	1.27549769822484e-14
"RAB6B"	4.13223618084262	6.97725163283454e-17	1.28250059197512e-14
"KDELR2"	-3.5099755282293	7.12360908347836e-17	1.29961642593685e-14
"NGEF"	3.72397370350418	7.12953401130823e-17	1.29961642593685e-14
"NELL1"	3.81840988511239	7.16254338235897e-17	1.30023840219179e-14
"LOXL2"	-4.29272804565177	7.19825175776843e-17	1.30134320152479e-14
"MRAS"	3.6647271114609	7.25966284701662e-17	1.30706659234544e-14
"NRGN"	5.92742477662129	7.40942883610102e-17	1.32843245844677e-14
"FAM64A"	-4.50274409963301	7.45142896491627e-17	1.32843245844677e-14
"FAM64A"	-4.61749765507598	7.47097734053949e-17	1.32843245844677e-14
"POU5F1"	-4.17969515982435	7.52526724979552e-17	1.32843245844677e-14
"GLS"	3.8706766635212	7.52952771740331e-17	1.32843245844677e-14
"VSNL1"	6.88614610635088	7.62204221901156e-17	1.33462987142038e-14
"KIFC1"	-3.77468302687528	7.62541480336247e-17	1.33462987142038e-14
"NTNG2"	3.54518796582921	7.66526045283606e-17	1.33627998791088e-14
"C3orf4"	3.3142947313293	7.85571496052145e-17	1.36406882976548e-14
"EFCBP1"	4.62202345571292	8.2149986484926e-17	1.42083899853121e-14
"DNM1"	4.22039912502404	8.28024502164824e-17	1.42460281559146e-14
"CDH22"	6.17657812669764	8.30161664408766e-17	1.42460281559146e-14
"GFOD1"	4.15455058968737	8.3492930233813e-17	1.42720930665433e-14
"MGC34830"	4.03221013250506	8.39451014812095e-17	1.42937684231435e-14
"LOXL2"	-4.24212023783632	8.64559624210619e-17	1.46644667379138e-14
"BC040293"	5.6352164943283	8.70670189934275e-17	1.47113123515395e-14
"KIAA0101"	-5.88989568327839	8.82802413686269e-17	1.48591543431615e-14
"MCF2L"	4.09402923777376	8.94634444528135e-17	1.50008342681548e-14
"KIAA0711"	4.66147069240993	9.03740394065976e-17	1.50959008561644e-14
"IMP-1"	-4.45017032697954	9.15442998365181e-17	1.52334569549927e-14
"C1orf61"	4.86455183653321	9.32945565118198e-17	1.54661251400783e-14
"NMNAT2"	4.42169986885448	9.44745641278225e-17	1.56028649499976e-14
"CAMKV"	3.69999546962878	9.52971662233015e-17	1.56651251728238e-14
"SPOCK2"	4.01460593558827	9.57327933944197e-17	1.56651251728238e-14
"A_24_P230486"	-4.37931555222523	9.59213009375976e-17	1.56651251728238e-14
"CAMTA1"	3.76382283764362	9.65967524648535e-17	1.57170071575314e-14
"PHLDA2"	-4.14989700557706	9.69919816813945e-17	1.57230802481378e-14
"LY6K"	-4.2228285985272	9.82198247530627e-17	1.58635850045103e-14
"BAI3"	4.80750652818256	1.01251654913096e-16	1.62933569669861e-14
"MBP"	6.23250163804219	1.0572310294605e-16	1.69508088887697e-14
"ADA"	-3.83381993751116	1.06589366420499e-16	1.70275543862506e-14
"PCDH9"	4.6702764728731	1.0723692668453e-16	1.70596442328309e-14
"AW136683"	-4.02131066590052	1.0756689928511e-16	1.70596442328309e-14
"A_24_P792988"	-5.11613632490524	1.09383023443746e-16	1.72852719529037e-14
"KCNC2"	4.39415732272021	1.11246959686386e-16	1.75168107024467e-14
"LOXL2"	-4.33355391475761	1.14701939549135e-16	1.79963246654751e-14
"ZNF365"	4.56400320309585	1.15411776751137e-16	1.80432553895167e-14
"BX097190"	4.02336304366022	1.16672261833147e-16	1.81756352290495e-14
"A_24_P161733"	-5.78027491365571	1.17623975942648e-16	1.82591480110829e-14
"TMSL8"	-3.54702505313962	1.18961362839587e-16	1.8401731094739e-14
"ENST00000329078"	4.25424556378546	1.2017471063289e-16	1.85241937291702e-14
"Pfs2"	-3.95074328585803	1.20641660314967e-16	1.85311495779608e-14
"OPCML"	5.07789131203544	1.23439717698603e-16	1.88446699684806e-14
"FOXG1B"	3.48707547956214	1.23823969811615e-16	1.88446699684806e-14
"ARHGEF4"	4.4572605950613	1.23969625569436e-16	1.88446699684806e-14
"A_23_P123234"	-4.08216470155973	1.2500759666054e-16	1.89369266513593e-14
"PNMA2"	3.24904505636469	1.27943039698127e-16	1.9257664271708e-14
"SCAMP5"	4.3555700069993	1.28001592664377e-16	1.9257664271708e-14
"A_32_P183367"	5.806794471723	1.32647469362095e-16	1.98885186912839e-14
"EXO1"	-3.5767230671005	1.33991861374496e-16	2.00181353154983e-14
"PSD2"	3.8978301098054	1.34423298310351e-16	2.00181353154983e-14
"AMBP"	-6.18192199313815	1.42039589135062e-16	2.1057844545964e-14
"BSN"	5.41481256772423	1.42718784507557e-16	2.1057844545964e-14
"LOC150356"	4.63404840662073	1.42843041922498e-16	2.1057844545964e-14
"KCNK1"	3.9717217038503	1.43614225688774e-16	2.1100724243256e-14
"SPANXD"	-4.42848006081477	1.45592813000649e-16	2.12979555713178e-14
"SALL4"	-3.35965873826727	1.45926216725471e-16	2.12979555713178e-14
"KIAA0367"	4.00724863701352	1.4695405954434e-16	2.13769496352397e-14
"NEUROD1"	4.6093139489945	1.51477312509629e-16	2.1962210613401e-14
"ZNF179"	4.94920018688065	1.52503286127753e-16	2.1972340117053e-14
"AK094523"	4.56276292691037	1.52547488919013e-16	2.1972340117053e-14
"FBXL16"	5.28994722192479	1.53461085945424e-16	2.20316959695047e-14
"RAD51"	-4.01739905631918	1.54425091085581e-16	2.20978784250185e-14
"SCRG1"	5.45902014151467	1.5750175559914e-16	2.24649663156683e-14
"MAPT"	5.50170017267612	1.5888758217076e-16	2.25892892308856e-14
"AK095046"	4.54599854623984	1.60952035833213e-16	2.28089802780286e-14
"A_23_P123234"	-4.30018282163165	1.61747063990833e-16	2.28479429845058e-14
"AF462446"	3.98683157091018	1.63245099974733e-16	2.29856425865064e-14
"ENST00000332888"	-3.72865147943337	1.64309409358462e-16	2.30490802779082e-14
"CLIPR-59"	4.7630005495665	1.64744968410989e-16	2.30490802779082e-14
"SILV"	-7.1073822553726	1.65488255609724e-16	2.30795700228278e-14
"MGC17299"	3.45725242560837	1.67650408375813e-16	2.3307120539107e-14
"A_24_P169843"	-5.42666277190893	1.68535886962265e-16	2.3356309306433e-14
"ATP6V0A1"	3.12401288777138	1.69856960019811e-16	2.34653651277683e-14
"SNCB"	4.36266693579363	1.71569739749948e-16	2.36276809935892e-14
"NGFRAP1L1"	4.22062268130613	1.74180276127211e-16	2.39122303454516e-14
"LOC338328"	5.06747577615375	1.75057080631993e-16	2.3940687493033e-14
"CABP1"	4.59607026270987	1.76369697567864e-16	2.3940687493033e-14
"DNAJA4"	3.45142650502178	1.76963595910497e-16	2.3940687493033e-14
"AQP1"	4.23598369024124	1.77067144012089e-16	2.3940687493033e-14
"MLF1IP"	-3.94323974466844	1.77579439942823e-16	2.3940687493033e-14
"TRBV5-4"	-5.27360075367859	1.77657329055308e-16	2.3940687493033e-14
"CBX7"	4.47711491753564	1.78705971404968e-16	2.40083548311671e-14
"ATP8A2"	4.9012247837772	1.79717753625022e-16	2.40706726661611e-14
"THC2310298"	-3.36238442732339	1.80621977557686e-16	2.41182495321785e-14
"CENPF"	-5.76139315035882	1.84535609967291e-16	2.45661632771911e-14
"HSPA2"	3.83638934201103	1.85460572609164e-16	2.46147082033027e-14
"CPS1"	-3.62094091834056	1.86190870758742e-16	2.46372022388624e-14
"GPRASP1"	4.85745378549881	1.870551662099e-16	2.46772387590605e-14
"ABLIM2"	5.03217144288978	1.94287470021308e-16	2.55546192979225e-14
"PMP2"	5.38054682588097	1.95145527800958e-16	2.55908602442503e-14
"A_24_P230466"	-5.51528273471119	1.96499074373963e-16	2.56916691557219e-14
"IGFBP2"	-3.47317030630387	1.97161286682854e-16	2.57017581165118e-14
"THC2408398"	3.3430438824749	1.99277365967835e-16	2.59007513737662e-14
"PTPNS1"	3.59343858854265	2.02562677313911e-16	2.62500913778095e-14
"TM4SF1"	-3.38699695597697	2.0377774161631e-16	2.63298822557239e-14
"ELAVL4"	3.38644370143147	2.04650153516531e-16	2.63650612731223e-14
"AK090499"	5.12360181854206	2.07281536706741e-16	2.66259800849819e-14
"C15orf27"	3.62696787718868	2.08668009931961e-16	2.67259310330058e-14
"ENST00000244221"	4.03942698625207	2.10449997117783e-16	2.68758105330852e-14
"SPBC25"	-4.90381804910208	2.13472394171439e-16	2.71827702850594e-14
"PBK"	-4.86002575565851	2.15150938351689e-16	2.73173291119308e-14
"TTR"	3.5675548515693	2.18108684039666e-16	2.7539277525847e-14
"AL133090"	4.8303729113988	2.18152752702983e-16	2.7539277525847e-14
"CSAG2"	-3.48289737702286	2.19251506166588e-16	2.75986759811014e-14
"A_23_P123234"	-4.0550758089125	2.20936435868868e-16	2.77313101833007e-14
"BZRAP1"	3.78955212125418	2.23019269267332e-16	2.79129900802939e-14
"KIF20A"	-3.49405350409584	2.286128432332e-16	2.85317920911299e-14
"THC2411536"	4.04320412857933	2.30091775205088e-16	2.86350191969823e-14
"C20orf35"	4.26753132140912	2.35462055321553e-16	2.92205750065851e-14
"MAGEA6"	-3.53811415047601	2.36467538538688e-16	2.9262691367727e-14
"C1QB"	4.35529218888633	2.37792562042061e-16	2.93440029299713e-14
"PCK2"	-3.03069775426149	2.4012990448724e-16	2.95494309076441e-14
"TSPYL1"	3.3221139085861	2.43706483532123e-16	2.98711813532169e-14
"CD048206"	-4.63280048902981	2.44104484437069e-16	2.98711813532169e-14
"MAN1C1"	3.35100200477691	2.46460877436034e-16	3.00502204008353e-14
"QPCT"	-2.94767079952817	2.46935639177381e-16	3.00502204008353e-14
"LOXL1"	-4.88668131587299	2.48188911713584e-16	3.01193013273189e-14
"A_24_P247454"	-5.4805734183486	2.49064050573925e-16	3.01422391343336e-14
