"annotation"	"coefficient.agl"	"pvalue.agl"	"adj.pvalue.agl"
"LSS"	-0.179425531250875	0.013266359744597	0.0227187638849214
"BC092452"	-0.21641964643574	0.0132675068082215	0.0227198425817407
"AL566169"	0.246227251252388	0.0132693002388385	0.0227220280176345
"VIL2"	-0.223057880401808	0.0132742446331318	0.0227289144003163
"C4orf8"	0.189705634101104	0.0132743565311264	0.0227289144003163
"MGC34732"	-0.571623545050091	0.0133127931365087	0.0227938387746498
"TBC1D19"	-0.197211935675038	0.0133168002963908	0.0227992046931218
"GYPA"	-0.195380644966445	0.0133169650685281	0.0227992046931218
"CECR1"	0.508871518795867	0.0133206163075701	0.0228045670475765
"MAML2"	-0.201232788636565	0.0133309884310001	0.0228214345242876
"LOC388160"	-0.224536293485392	0.0133479584969964	0.02284959532134
"LOC400451"	0.235561260118092	0.013353996254104	0.0228589795364407
"PNRC2"	-0.26107367065096	0.013354481113627	0.0228589795364407
"B3GTL"	0.253747336862622	0.0133613545304649	0.0228698537317017
"FOXD4"	0.160312780751091	0.0133633800577542	0.0228724295522344
"A_24_P940244"	-0.183966810528382	0.013369450707971	0.0228819284343101
"PGM5"	0.249014181972883	0.0133835064974724	0.0229050926775668
"TCF7L2"	-0.235241621940347	0.0133921834307075	0.0229190498751231
"A_24_P943657"	-0.283371210881336	0.0133940316831781	0.0229213200059872
"CENPB"	-0.159573952433237	0.0134018055079082	0.0229337300470519
"AVPR2"	0.33628729535359	0.0134036381335032	0.0229359726889311
"TNFSF9"	-0.257781206290215	0.0134104922856445	0.022946807532938
"C1orf181"	0.158385791579801	0.0134115311198084	0.0229476912804012
"OCIAD2"	0.162049139509346	0.0134278811729269	0.0229747720753954
"AQP5"	0.615740559288938	0.0134354760533493	0.0229868714608283
"AK001966"	-0.322070722771487	0.013467230576236	0.0230403032340767
"A_32_P15756"	0.210556850436673	0.0134686177282765	0.0230417790965737
"AF116678"	0.268633542368665	0.013485199627993	0.0230692486315172
"LOC388466"	-0.224097659489424	0.0134962432237626	0.0230872419712283
"C13orf23"	-0.194639180210593	0.0135056309747812	0.0231024014622348
"ELAC1"	-0.185289639737845	0.0135065864085468	0.0231031362190502
"RXRA"	-0.3665930301793	0.0135222621033133	0.0231290490757147
"LRRN6D"	0.314323190163597	0.0135333411581063	0.0231470979332983
"ZNF419"	0.226050313936204	0.0135419111873675	0.0231608541762922
"LOC283587"	0.161262641870297	0.0135486569462597	0.0231714894034389
"A_24_P717609"	0.429561713562636	0.0135526554537563	0.0231774255192684
"AI761615"	0.221158362848667	0.0135597504525499	0.0231880450003585
"SLC17A5"	-0.272028778802281	0.0135599206951631	0.0231880450003585
"A_24_P502652"	0.215053430897489	0.0135765634610631	0.0232156011602493
"DHX38"	-0.394702654740183	0.01357850268366	0.0232180134437127
"ZNF643"	-0.254611284065122	0.0135928146727819	0.0232415810294625
"ENST00000238576"	-0.4621846052653	0.0136058308405901	0.0232629312157688
"APPL"	0.619430941618804	0.0136223532173668	0.0232902743410058
"AF085848"	0.256834364124258	0.0136231125226103	0.0232906661048722
"LY6G5C"	0.156235275627004	0.0136237492128062	0.0232908482183831
"VDAC1"	-0.142933490348195	0.0136296730653094	0.0233000687770297
"DPM3"	-0.412582219396483	0.0136326449024504	0.023304242313302
"BC040060"	-0.400763735508948	0.0136374525510211	0.0233115536194128
"GBA"	-0.22697660515318	0.013639283543153	0.0233137505948988
"PTD012"	-0.145756392273639	0.0136397991803075	0.0233137505948988
"WIBG"	-0.366106681743866	0.0136405728321192	0.0233141658595427
"PTPN7"	-0.256398949869418	0.0136430061445547	0.0233174176368049
"H17"	-0.308223048931808	0.0136643986622799	0.0233530712947917
"THC2288775"	0.268926296192185	0.0136656597481601	0.0233543179956595
"LOC150383"	-0.142936884546523	0.0136666810534046	0.0233551548355358
"CABP5"	0.577343539933864	0.01367083795032	0.0233613498520113
"MYH2"	-0.171823818180518	0.0136767619040209	0.0233705638961275
"MAFF"	-0.221294648389702	0.0137001337849366	0.0234095907159102
"THC2300291"	0.213885481234476	0.0137056572441154	0.0234181178636083
"THC2376224"	0.190378360893142	0.0137137517911674	0.0234310372564474
"STRN3"	-0.148484378194978	0.0137301227150498	0.0234580959434858
"BCL2L10"	0.449061429424623	0.0137345526602444	0.0234647519995799
"PHF2"	0.228032644763824	0.0137422988849825	0.0234770730047119
"A_23_P377680"	0.319376806026749	0.01374662028002	0.0234835423674584
"THC2425829"	-0.258865382504718	0.0137529622060917	0.0234934627940979
"CYP4Z1"	0.421921226616013	0.0137691914333991	0.0235202717497727
"THC2391454"	0.184404370453013	0.0137730093475629	0.0235258786752123
"EQC"	-0.191806448783068	0.0137816227362827	0.0235396760663933
"TUG1"	-0.209028461531532	0.0137884125868627	0.0235503578147609
"OR4X2"	0.28017184297937	0.0137896557922373	0.0235515655317928
"ENST00000332342"	0.213962937595909	0.0137902381804405	0.0235516445789734
"NEK3"	-0.226239054649437	0.013793417040083	0.0235561578287936
"SDHA"	-0.141160000340407	0.0138065101190023	0.0235776014008897
"AMMECR1"	-0.135550046578256	0.0138275413100772	0.0236125988219312
"TRIM22"	0.246714096658453	0.0138369812691658	0.0236278005261291
"EQC"	-0.211315455963356	0.0138397209578275	0.0236315602222606
"POM121"	-0.194752363917636	0.0138589283726486	0.0236634374572982
"AER61"	-0.341189832924171	0.0138708327027356	0.0236828430417364
"A_32_P174385"	-0.248852111526925	0.0138751353632907	0.0236892686504498
"LUC7L2"	0.279340575725773	0.0138803253884279	0.0236972087144033
"FOXJ1"	0.424687945657944	0.0138830959224015	0.023701017641434
"PANX1"	-0.419703792329275	0.0138843365701208	0.0237022145745698
"SLC6A6"	-0.39536286898259	0.0138932024034814	0.0237164280080567
"LOC400986"	-0.444471789052853	0.0138956245791309	0.0237196411014066
"WDR60"	0.140564691520984	0.0139059209109087	0.0237362944996359
"LIG4"	0.261517713511673	0.0139146281192679	0.0237502342026405
"MYO1B"	-0.223545194757509	0.0139199746535322	0.0237584368664021
"A_24_P914669"	0.364614547045252	0.0139320417465023	0.0237781090118722
"A_24_P930049"	-0.32081282581253	0.0139423977338458	0.0237948593623239
"NegativeControl"	0.248999736393079	0.0139464729705252	0.0238008897548031
"A_23_P44053"	-0.214755185964762	0.0139813465582989	0.0238594777474509
"LOC91801"	-0.312545113951217	0.0139837840988899	0.0238627105052956
"ASTL"	0.183848051470236	0.0139849375061351	0.02386375178023
"LOC440370"	0.457633811349723	0.0140055274341809	0.0238979579628292
"EQC"	-0.324725624866296	0.0140133346654545	0.0239103509219747
"C14orf140"	0.238649244249632	0.0140241835548142	0.0239277846327579
"THC2280343"	-0.244259462130312	0.0140250360238724	0.0239277846327579
"AK001533"	0.335421916202334	0.0140251861850064	0.0239277846327579
"FLJ20211"	-0.48217876878306	0.0140325909672026	0.0239394879336794
"COX7A2L"	0.185241001943415	0.014039273032752	0.0239499574247371
"BF673526"	0.244603781940809	0.0140405993209039	0.0239512898989099
"FLJ11800"	0.19042608775148	0.0140504844902592	0.0239672219516027
"LOC399959"	0.287320491039022	0.0140650573839888	0.0239911487453314
"LOC340286"	-0.21809169118033	0.0140891192187795	0.0240312585960631
"BC020859"	0.286911500735827	0.0140951307600711	0.0240405788492714
"MGC11308"	-0.284576664522969	0.0141023461250318	0.0240519515342329
"PWWP2"	0.244022478325563	0.0141037723026698	0.0240534500962222
"THC2356891"	0.479490281190838	0.0141116402920504	0.024065934381602
"AA071045"	-0.202098571662677	0.0141172180230062	0.0240745120518879
"MPEG1"	0.228920288550726	0.0141344956985471	0.0241030405454884
"AA291137"	0.384651480409452	0.0141667463529413	0.0241570987086545
"VAV3"	-0.183410286633932	0.0141828868945451	0.0241836828196034
"EQC"	-0.67213970172881	0.0142286699764144	0.0242608073252033
"ENST00000360738"	-0.412386376877666	0.0142319526027431	0.0242654626170576
"AL833303"	-0.257473447903332	0.0142335393283646	0.0242672261510609
"CDKAL1"	-0.390093684321598	0.0142493336793204	0.0242932116526787
"HIST1H4B"	-1.00340630553571	0.0142498942979084	0.0242932246653504
"AF143331"	0.193173742957553	0.0142720550281004	0.0243300601257073
"CALML5"	-0.313332327826157	0.0142788462066612	0.0243406927439693
"SCYL1"	0.149566171298759	0.0142853647065668	0.0243508597285499
"F11R"	-0.16025621583244	0.0142866174797392	0.0243520503046764
"A_23_P138049"	0.235204933024949	0.0142951352937467	0.0243656238298124
"ALPL"	0.141931700014437	0.0143063652039275	0.0243838188079044
"L04336"	-0.220491483327054	0.0143299887412106	0.0244231352960166
"ENST00000340797"	-0.284680904384263	0.0143349945378965	0.0244307190535878
"LOC441139"	-0.300868861128763	0.0143506864881487	0.0244565136205625
"AF471454"	-0.256883288412002	0.0143540912459008	0.0244613671020469
"THC2380706"	-0.259674236790878	0.0143574129837895	0.0244660787350992
"BMPR1A"	-0.187955291751763	0.0143597976965407	0.0244691933054082
"ZNF382"	0.217775222366177	0.0143610433755168	0.0244703667880626
"FLJ10292"	-0.298766652838004	0.014370874896526	0.0244861693782446
"PGM5"	0.403391303811616	0.0143725674932581	0.0244881035737792
"BC041686"	0.132811046187136	0.0143761419681552	0.0244932438550718
"MASP2"	-0.273280358823488	0.0143897469244712	0.0245154724322867
"BC029749"	-0.376309571462471	0.0143908636242408	0.0245164241624276
"A_24_P24786"	-1.10937986515406	0.0143942920171317	0.024520433648596
"ZNF207"	-0.359932101104802	0.0143943334630134	0.024520433648596
"NR1H2"	0.205249542122991	0.0143971451294605	0.0245242723025331
"TUSC4"	0.188711259691047	0.0144043925624133	0.0245356663045008
"BU633484"	0.180586757277802	0.0144069680507642	0.0245391017927311
"AJ297349"	-0.155931310654404	0.0144262114708046	0.0245709260700157
"PLCD3"	-0.291464194368292	0.0144377390163505	0.0245896066033688
"SHH"	0.265297747793233	0.0144438582487925	0.0245990748876799
"BE064950"	0.266916688052342	0.0144559970748634	0.0246187939019935
"FMNL3"	0.265837313757893	0.0144677428471324	0.024637842036569
"A_24_P929533"	0.175769404920507	0.0144703224274803	0.0246412797333761
"SCARA3"	0.206551966572917	0.0144744486965155	0.0246473508929269
"LOC541469"	0.491374711006632	0.0144799963789822	0.0246558418963204
"ZC3H7B"	0.548761337605365	0.0144861035259251	0.024665284833821
"HCG9"	-0.199028869147692	0.0144936908071556	0.0246772471455372
"Pro25G"	-0.338917578854045	0.0145018823053331	0.0246902372420102
"M28219"	0.203339645574262	0.0145028901968375	0.0246909963275952
"BM981574"	0.2487573316479	0.0145246670000006	0.0247271128067051
"A_24_P67574"	-0.222623509574568	0.0145327473059108	0.0247395908541638
"A_32_P89415"	0.482196813762544	0.014533122878455	0.0247395908541638
"C17orf35"	-0.333392490307173	0.0145359789520824	0.0247434939299416
"A_24_P290348"	-0.18606349188642	0.0145492282460034	0.0247650876080117
"PLXNA1"	-0.266708447157691	0.0145537529329033	0.024771509807868
"THC2379706"	0.607032585336488	0.0145541289670365	0.024771509807868
"COG3"	-0.222802768261715	0.0145553324034381	0.0247725983192096
"STX18"	-0.171588369276187	0.014559395328292	0.0247785532935807
"BF034544"	-0.265627904965863	0.0145766448366589	0.0248069491097567
"THC2409871"	0.192166469145642	0.0145850789477156	0.0248203410130581
"A_24_P33525"	-0.59185112969551	0.0145951214430963	0.0248355219422817
"FLJ14346"	0.39174146146482	0.0145951303176319	0.0248355219422817
"THC2339710"	0.237902468083725	0.0145978004479999	0.024838455706608
"THC2445821"	-0.341820915429211	0.0145979852015413	0.024838455706608
"CYB5R3"	0.157547116534559	0.0146105687388029	0.0248589037670158
"AK023447"	0.176692700894681	0.0146152630027549	0.0248659276935063
"THC2437888"	-0.268972488494395	0.0146253794832292	0.0248821758995331
"FLJ12078"	0.159516588517575	0.0146320457894476	0.0248925532887821
"LMOD3"	0.317570384525049	0.0146375448820233	0.0249002268224999
"BCAS2"	-0.143657041930605	0.0146376899613271	0.0249002268224999
"LOC389900"	-0.321628032139928	0.014642627850881	0.0249076622054152
"ENST00000321130"	0.189226616802764	0.0146460335878163	0.0249119837418076
"LBX2"	-0.248664297126826	0.0146463025217593	0.0249119837418076
"C7orf25"	0.203525757970036	0.0146511271671342	0.0249192251956859
"BC062308"	-0.149321223879704	0.0146608047368512	0.0249347198178323
"LOC389669"	-0.150867033183874	0.0146624788118149	0.0249366016291217
"AK021546"	-0.329627920724117	0.0146780685049754	0.0249621487880177
"A_32_P137149"	0.280453933076412	0.0146871123503837	0.0249765622523402
"SNAPAP"	-0.212717551701144	0.0146877061257069	0.0249766051640641
"ZNF673"	0.161723777247707	0.0146900232741505	0.0249795785739
"NPC1L1"	0.253758200324481	0.0146953101613204	0.0249875389775599
"AE2"	-0.279384103963633	0.0146958422199179	0.0249875389775599
"C14orf151"	-0.217383999857214	0.0147091099735702	0.0250091303602799
"BX093444"	-0.192210018186062	0.0147198813349852	0.0250264757508896
"AI682237"	0.290642930260914	0.0147385198300613	0.0250570245698885
"TRIM35"	0.838781913564252	0.0147389900505449	0.0250570245698885
"AF305821"	0.169118443778057	0.0147771233420389	0.0251208809511304
"Pro25G"	-0.242484820604614	0.0147804064711344	0.0251254899463454
"CHPT1"	-0.149248444658768	0.0147813660881187	0.025125744674096
"GPR103"	-0.226867939442119	0.0147817001912547	0.025125744674096
"B4GALT5"	0.182522984253338	0.014795629448082	0.0251484483975737
"A_24_P281304"	-0.349860256245212	0.0148005509423043	0.0251558402695234
"THC2441708"	-0.177821400191102	0.0148063825591269	0.0251647784047123
"A_24_P807445"	-1.09709514224971	0.0148253019329673	0.025195958807582
"CST1"	-0.159394304170741	0.014829744873741	0.0252020239433053
"TAF13"	-0.157663612422393	0.0148300180045614	0.0252020239433053
"A_24_P617278"	-0.349961638233278	0.0148314073263225	0.0252034099973957
"NAG"	0.168392698638744	0.0148452861484922	0.0252260188678069
"AA594808"	-0.203236110177764	0.0148509214799054	0.025234618687001
"ENST00000355629"	0.189959128720831	0.0148522018646458	0.0252358182214564
"MYCL1"	-0.235800463985489	0.0148544495779638	0.0252384953860951
"NegativeControl"	0.290107953617271	0.0148549264801225	0.0252384953860951
"THC2340061"	0.153269856077446	0.0148717347854741	0.0252660755224945
"THC2392192"	0.868025666058706	0.0148771169141907	0.0252741077957741
"BC040655"	0.230951103306185	0.0148776132480189	0.0252741077957741
"AI472054"	1.09385327662836	0.0148840807291564	0.0252841170299899
"ITPKC"	0.19158278532141	0.0148916463588667	0.0252959908820422
"SLC5A4"	-0.162841179454904	0.0149030806397503	0.0253144351229506
"T40959"	0.244821904741463	0.0149244543775746	0.0253497604879844
"ENST00000333638"	-0.923851489259705	0.0149378559681724	0.0253715426459611
"A_23_P119407"	0.194551155087054	0.0149439024378851	0.0253808311296192
"QSCN6L1"	-0.178982078889032	0.0149448309287964	0.0253814268192274
"TBN"	-0.233478111449191	0.0149470185045394	0.0253841607361574
"Cep164"	-0.287581413948927	0.0149494472927634	0.02538730407122
"EEFSEC"	-0.177649751831817	0.0149533005051736	0.0253928660414681
"MRAP"	0.290948309126939	0.0149733389349725	0.0254259113583657
"SYNJ2"	0.291439688498909	0.0149868232829192	0.0254478252026099
"THC2412723"	0.269988569355345	0.0149946565217588	0.0254601420653726
"SPTLC1"	-0.17322800798941	0.0149958719208737	0.0254612216648336
"TMCO3"	0.198145077842157	0.0150068052021678	0.0254788003608284
"EQC"	-0.238025030368887	0.0150099011872276	0.0254830719220936
"UFM1"	0.168752550998837	0.0150168190816345	0.0254938315521615
"CYB5R3"	-0.408646363348449	0.0150181040356569	0.0254950277606632
"THC2374778"	-0.251086723512481	0.0150204727752869	0.0254980636613134
"ENST00000317648"	0.20712537818042	0.0150449655575743	0.0255386546332997
"FLJ38819"	-0.245994261099745	0.0150481621592254	0.0255430938455597
"COPS4"	1.08410294302482	0.0150514606075169	0.0255477055849172
"A_32_P205350"	-0.215076723690571	0.0150549895124729	0.0255527081200961
"BE839843"	-0.123655975174319	0.0150605112257888	0.0255610925150722
"SUFU"	0.239464751387641	0.0150657785317747	0.0255690444921535
"AK001796"	-0.143311047121444	0.0150737712570726	0.0255816211502147
"ACPT"	0.157637222754624	0.015080475258932	0.0255920098350578
"THC2447059"	0.295950578242544	0.0151077297388995	0.0256372711356457
"HAX1"	-0.31716272713984	0.0151091580582831	0.0256387045717654
"PPM1A"	0.215267083213979	0.0151110498101496	0.0256409242645686
"ZRANB3"	-0.164135810507366	0.0151306606362401	0.0256732089301558
"NXPH2"	0.195686621052341	0.0151361254746175	0.0256814895807748
"THC2373975"	0.192301261277125	0.0151413453940358	0.0256893540534271
"ZNF35"	-0.19886671374059	0.0151594753352014	0.0257191206824257
"A_24_P557890"	0.171676659340861	0.0151858244814052	0.0257628289358027
"VMAC"	-0.184759456011066	0.0151877428901957	0.0257644346376816
"ZNF180"	0.176782445293485	0.0151879439077654	0.0257644346376816
"SURF5"	-0.142008179157597	0.0152095483057972	0.0258000875211203
"RAC1"	0.182020845205969	0.0152151931954971	0.025808666445476
"PSMC3"	-0.259899307757553	0.0152184491539316	0.0258131926556513
"TLR6"	-0.202908647894536	0.0152223003131233	0.0258187280435434
"LOC57399"	0.175659815596057	0.0152292451990541	0.0258295101088582
"ENST00000333828"	-0.59805701720987	0.0152347779895534	0.0258378964544288
"E2IG2"	-0.373794085169884	0.0152372595298048	0.0258411074893396
"FLJ21394"	0.505425361807578	0.0152417208491477	0.0258476756851537
"SLC30A4"	0.195947096553783	0.01524462173544	0.025851597215302
"A_24_P212875"	-0.170166066791739	0.0152567139225166	0.025871104308877
"A_32_P163472"	0.214273902866714	0.0152608394272893	0.0258771011610408
"C20orf14"	0.210766138880271	0.0152675594112026	0.0258874967190374
"THC2305590"	0.17225736085302	0.0152820049775319	0.0259109903769955
"AK054895"	0.200030022814684	0.0152953444095848	0.0259326068178562
"ARF1"	-0.215980224005935	0.0153039051749698	0.0259461198765667
"H2AFY2"	0.228001535824951	0.0153087645775942	0.0259533568733181
"LOC401466"	-0.146704282630851	0.0153184683462137	0.0259688057774761
"ZNF526"	-0.190752821200368	0.0153218248530635	0.025973493637659
"ZNF618"	0.163272359910357	0.0153386079212302	0.026000940908611
"BE328135"	0.253646929995541	0.0153424642750375	0.0260064744402003
"THC2406540"	0.358315040400122	0.0153498398661273	0.0260179726506227
"A_24_P298886"	0.466990252098714	0.0153570101376131	0.0260291219705807
"EIF4A2"	-0.184303695135784	0.0153616249641837	0.0260359392863253
"THC2281350"	-0.229647239118612	0.0153864049930288	0.0260769321302707
"A_24_P919605"	-0.230161235035261	0.0153907852536025	0.0260833495477205
"GFM1"	0.243116610584405	0.0153958175513488	0.0260908714596422
"MAP3K15"	-0.23357406876333	0.0153985067586598	0.0260944221730707
"ZMAT2"	0.424479604543097	0.0154146772302847	0.026120372300975
"LOR"	0.312160100160483	0.0154150092707901	0.026120372300975
"AA541413"	0.310653648330339	0.0154242485196324	0.0261342406672073
"AF130061"	-0.161615731161869	0.0154243835109456	0.0261342406672073
"IL18RAP"	0.19540834071554	0.0154277479648987	0.0261389330805648
"C9orf100"	-0.221407247491245	0.0154305063201504	0.0261425982703636
"TCF1"	0.545004235884937	0.0154316704532302	0.0261435623262064
"SIAHBP1"	0.23458759820637	0.0154359615144173	0.0261498235882256
"MGC11308"	-0.221548513299058	0.0154432258537454	0.0261611211576328
"FAM40B"	0.215421213699825	0.0154545066506531	0.026179221549697
"AI079353"	-0.167477302811618	0.015500166095057	0.0262555541438962
"LPA"	-0.194740999068132	0.0155070799911315	0.0262662527409931
"DEPDC6"	-0.200649432269506	0.0155076812946551	0.0262662585092914
"MDM2"	-0.235159372427121	0.0155206251441147	0.0262871687565002
"RANBP9"	0.178592871081851	0.0155404014524057	0.0263196490306347
"RUFY1"	-0.223971686228558	0.0155417984018966	0.0263210002156406
"KIAA1919"	-0.24063646956435	0.0155585150276384	0.0263482951188923
"WTAP"	0.29120375367749	0.0155689251580821	0.0263648859145204
"SIRPB1"	0.16631527825091	0.0155695120821379	0.0263648859145204
"TIGD1"	0.267659873995151	0.0155730039106168	0.0263697824081601
"A_24_P913576"	-0.292442245605561	0.0155746341581825	0.0263715264291045
"ACBD3"	-0.131107251464852	0.0155794728892171	0.0263787028249517
"SMILE"	-0.241668351069633	0.0155810212233701	0.0263803076796498
"ENST00000255403"	0.28539939883392	0.0155868504449562	0.0263891601239931
"RHOA"	-0.142929429088535	0.0155940366075049	0.0264003091527342
"ZNF501"	0.223194773401968	0.0156010339391584	0.0264111376486
"KIAA0319L"	0.219262935916703	0.0156127313059538	0.0264299217371914
"HB-1"	0.377655114067416	0.0156169905477853	0.0264361132766167
"FLJ36748"	-0.263624288442196	0.0156239595636099	0.0264468912106094
"DOCK4"	0.177563890439072	0.0156267312146898	0.0264505636507875
"U79293"	-0.331011094452073	0.0156296788340205	0.0264545336489059
"MGC33367"	0.157421955260966	0.0156367605472329	0.0264655003698755
"CR608275"	0.153698769638362	0.0156623942628588	0.0265078646361926
"LGALS12"	-0.285296113732816	0.0156668814782844	0.0265144375615422
"PROZ"	-0.15376470017126	0.0156719684613297	0.0265220249807263
"FGFR1"	-0.368246614853827	0.015688375237287	0.0265487678177679
"ZBTB39"	-0.183813908903531	0.0157076801873445	0.0265804128619942
"CK818527"	0.200294863647904	0.0157094713714598	0.0265824199529929
"DAPK2"	0.23642475084472	0.0157159646992306	0.0265923832069444
"C13orf17"	0.222198590105421	0.0157300043682011	0.0266151140771623
"A_24_P256073"	-0.227654734078657	0.0157584549397361	0.0266622254557113
"THC2315024"	0.23176416230087	0.0157768236639316	0.0266922760679419
"THC2318443"	0.318053761928431	0.0157853623211011	0.026705693847125
"MGC20470"	-0.162756936563282	0.0157882921050135	0.0267096218601875
"A_24_P862251"	0.487066953337274	0.0157894109576062	0.0267104860710308
"CAND1"	-0.311578862911872	0.0157933455726696	0.0267161133751617
"ZNF629"	0.142372807312514	0.0157940581412486	0.0267162900236106
"ZFYVE16"	0.22920160872307	0.0157969768813152	0.0267201983433335
"EQC"	-0.209825737622307	0.0158098889126103	0.0267402247771592
"JRKL"	0.164064205635856	0.0158100338795368	0.0267402247771592
"AA768754"	0.206656403045887	0.0158142554738366	0.0267463352154424
"ENST00000287899"	-0.299881781336231	0.0158236290171404	0.0267611582365258
"THC2289056"	0.860916996047042	0.0158468372737787	0.0267993766899324
"DKFZp667M2411"	0.212213529567213	0.0158533884659834	0.026809423693091
"WDR21A"	-0.143702079451924	0.0158603607741754	0.0268201820381962
"BC088374"	0.529522897131883	0.0158796153995567	0.0268517083956091
"WDR10"	0.24011965698233	0.0158943180584406	0.0268755354538068
"NegativeControl"	0.220300477574519	0.0159036336119318	0.0268902520285497
"A_32_P122089"	-0.270363659973789	0.0159128851976628	0.0269048593164194
"DKFZp566O084"	0.211363711925433	0.0159169287281303	0.0269106602507501
"CCL15"	-0.39521108631615	0.0159192390001204	0.0269135304411888
"THC2257370"	0.589879860761685	0.0159222454502335	0.0269175773445011
"ENST00000272643"	0.256539854612318	0.0159255010678857	0.0269220451538571
"RDH16"	-0.186176771499696	0.0159571304899213	0.0269744766643348
"COBL"	0.203105896874739	0.01596457050103	0.0269860151094982
"A_32_P143793"	0.303451629428353	0.0159667452175399	0.0269882822184578
"PSORS1C2"	0.255731330464825	0.0159671403596534	0.0269882822184578
"LSS"	0.201671390665009	0.0159779933409235	0.0270055873137931
"A_24_P834210"	0.549184657154577	0.0159907961943433	0.0270261865738352
"FLJ22965"	-0.186548070513666	0.0159924826456716	0.0270279970418943
"TACR3"	0.208894682372334	0.0160037244389297	0.0270455666065343
"CRIM1"	0.255848285892556	0.0160041098427868	0.0270455666065343
"A_24_P76288"	0.50394696907319	0.0160056865781932	0.0270471907168753
"ELF2"	-0.200627152801728	0.0160585433238	0.0271354668342895
"PER3"	0.29468112929628	0.0160603036885201	0.0271373976437701
"ENST00000309474"	-0.286494275181956	0.0160782847216771	0.0271667356195383
"Pro25G"	0.148676551370998	0.0160829753859572	0.0271736160794003
"M84605"	-0.278369201915514	0.0160880629745365	0.0271811666231199
"CSNK1E"	0.205444513717435	0.016090842016025	0.027184816390647
"MS4A8B"	0.225559004494673	0.0161090895795288	0.02721459830481
"FLJ10815"	-0.142764059828031	0.0161107671698598	0.027216385792698
"AK000205"	-0.217260627119069	0.0161132808770942	0.0272195855653167
"LHFPL5"	0.202502037556769	0.0161447547701471	0.0272717046105791
"EMID1"	0.199339064210213	0.016147722043367	0.0272756681439232
"MRE11A"	-0.240114007648823	0.0161499238037023	0.0272783383682743
"PHTF2"	-0.261367743550294	0.0161527361951515	0.0272820397458362
"MATN1"	0.230282885243196	0.016166417165409	0.0273040972086264
"TITF1"	0.209659072731798	0.0161726553770657	0.0273135830912606
"T52140"	-0.27430032614034	0.016187268236258	0.0273372114284031
"ANAPC7"	-0.192623573365989	0.0161885011253451	0.0273382425977372
"FLJ20433"	-0.175137805686923	0.0161897403646457	0.0273392844112724
"UXS1"	-0.130647727245053	0.0161908182575205	0.0273400536927711
"GOLGA3"	-0.344037059733467	0.016196955678566	0.0273493661803852
"H15806"	-0.23878612629601	0.0162186539771677	0.0273849522588575
"GGA3"	0.27164184711686	0.0162202933385567	0.027386667691154
"ARPC1A"	-0.178905124167137	0.0162265477058039	0.0273961747603256
"AK095243"	-0.29527386158451	0.0162322862626837	0.0274032612219085
"HIST1H2BA"	-0.269810056016897	0.0162325921588716	0.0274032612219085
"VEGFB"	-0.161458482802283	0.0162326163023315	0.0274032612219085
"LRRC18"	0.222787261388405	0.0162385031037508	0.0274121457059206
"AW450036"	-0.310379770193009	0.0162477122428658	0.0274261215334011
"MUC4"	0.518433351569877	0.0162480307534155	0.0274261215334011
"OR1S2"	0.220262673114736	0.016252223704442	0.0274321450631974
"BC067300"	-0.291983422176815	0.0162626936260842	0.0274487626282274
"A_24_P332364"	-0.198272430832079	0.0162635514488736	0.0274491558915235
"FLJ32731"	-0.409112666385394	0.0162852765503134	0.0274847669662627
"C9orf39"	-0.27010828219038	0.0162879857632647	0.0274882832993732
"KIAA1856"	0.294256717296644	0.0162900807732656	0.0274907628476617
"OR10C1"	0.221452049248394	0.0163023266393194	0.0275103718968979
"Pro25G"	-0.296547787335506	0.0163064858429482	0.0275163336239747
"ENST00000239730"	0.393753159299258	0.0163138264534013	0.0275276631428605
"ENST00000330827"	0.402387158730059	0.0163152801213582	0.0275290586499994
"BM979607"	-0.221612506280164	0.016320560116675	0.0275369100313265
"SLC5A10"	-0.294706789281618	0.0163223429208553	0.0275388603908171
"SIGLEC9"	0.273499338551932	0.0163284299392559	0.0275480723400073
"ENST00000323012"	-0.178480769862522	0.0163411515446694	0.0275684765172378
"A_32_P72682"	-0.203119292384116	0.016352750822408	0.0275869857677972
"EPR1"	-0.232601185528917	0.0163605355350316	0.0275990586970845
"THC2233630"	-0.241735319401016	0.0163694801863351	0.0276130873580574
"A_24_P767699"	0.21115909796943	0.0163706165863059	0.0276139439891339
"CRY2"	0.184094426719679	0.0163733144406085	0.0276174343133181
"WDTC2"	0.247048166972739	0.0163835880888025	0.0276337022317893
"NUDT4"	0.165361819974545	0.0164282110689979	0.0277079026556666
"A_24_P912404"	-0.26870086964261	0.0164337431068267	0.0277161689352735
"SAMD9"	-0.236188265966189	0.0164364056197067	0.0277195951967191
"THC2419134"	0.191550310709562	0.0164423360275064	0.0277285322082297
"CXorf15"	-0.474103226392008	0.0164442711093144	0.0277307310315646
"COX5A"	-0.254441820490499	0.0164580525160238	0.0277529059220575
"LOC440037"	-0.241865179156573	0.0164654628294326	0.02776433606724
"GAPVD1"	-0.400042659363081	0.0164723972129942	0.0277749628450161
"HIST1H4C"	-0.9914835301806	0.0164770948724608	0.0277818174953781
"KLF2"	0.217081881563225	0.0164784658648309	0.0277827850403216
"BM930591"	-0.233021834120541	0.0164789335502415	0.0277827850403216
