"annotation"	"coefficient.affx"	"pvalue.affx"	"adj.pvalue.affx"
"RBM33"	-1.4881022124234	1.53849119687487e-08	7.87293757229951e-08
"WIPF2"	1.29057624008498	1.54068661060977e-08	7.88327082936445e-08
"SGOL1"	-4.03005438815918	1.54183321732785e-08	7.88823587959821e-08
"RBM15"	-1.22979783165849	1.54286655191662e-08	7.89262034490573e-08
"GALNT11"	1.02694431972434	1.54427681329954e-08	7.8986367462341e-08
"LIME1"	-1.37202529698846	1.54451771070575e-08	7.8986367462341e-08
"TMEM151B"	3.77446911827683	1.5445720976638e-08	7.8986367462341e-08
"PPP1R8"	-0.794230734207736	1.54517153424476e-08	7.90079940439376e-08
"TMEM14B"	-1.47213538851417	1.54717743063469e-08	7.91015228301188e-08
"ADAMTSL4"	-2.27320783172089	1.55287052559177e-08	7.93835216943291e-08
"EBF1"	2.44707635292688	1.55320705119588e-08	7.93910721240542e-08
"ZNF700"	-2.67701685987642	1.55337299711847e-08	7.93910721240542e-08
"TPGS2"	-0.782731292093119	1.55409516922152e-08	7.94188305415399e-08
"FAM126B"	2.14845342166671	1.5544486854302e-08	7.94188305415399e-08
"RSPO2"	3.92074419503697	1.55457682232229e-08	7.94188305415399e-08
"PTGIS"	-2.32612292085102	1.55462591468056e-08	7.94188305415399e-08
"PTBP3"	-2.94918442296154	1.55651343594979e-08	7.95061804831876e-08
"TRAPPC3"	-0.703373450189569	1.55902442119919e-08	7.96253531840589e-08
"TMOD1"	2.19175274122776	1.5627709960388e-08	7.98075977849301e-08
"ZMYM6NB"	-2.12710374811243	1.5634444986117e-08	7.98328830346439e-08
"FAM192A"	1.15990865418486	1.56499363478555e-08	7.99028691746086e-08
"PRRC2C"	-0.542957102750901	1.56682035029023e-08	7.99870099208274e-08
"OGFOD1"	-1.34910691658606	1.56788036201984e-08	8.00319953040143e-08
"NOL3"	-1.54866646726527	1.5691741870581e-08	8.0088903998144e-08
"PARD6G"	-1.62996837450736	1.57031507711366e-08	8.01379949729747e-08
"MOCS2"	1.46594451752158	1.57154524477851e-08	8.01916303446663e-08
"LARP4B"	-0.786400928521444	1.57303983243798e-08	8.02587445743208e-08
"LAT"	-2.99861611639105	1.5732228950656e-08	8.02589352462737e-08
"TRIM8"	1.39232844124771	1.57474311947781e-08	8.03273342322191e-08
"MIF4GD"	-2.2850941393664	1.57674319084014e-08	8.04201917370273e-08
"RAB11A"	-0.532872001026303	1.57751032760044e-08	8.04501506632694e-08
"GLCE"	1.78982109421718	1.57855423316683e-08	8.0494215859194e-08
"EPHA3"	-1.59286814710562	1.57977246360351e-08	8.05471592401901e-08
"CMC1"	-1.70755196738143	1.58055282669386e-08	8.05777677543121e-08
"TMEM106B"	1.3823116508306	1.58203904553167e-08	8.06443502526374e-08
"SLC38A2"	-0.749428158993553	1.58302671183055e-08	8.06855067927206e-08
"ZCCHC7"	-1.4461211767283	1.58440085158037e-08	8.07463499354716e-08
"SPIRE1"	1.17329527543937	1.58462433033989e-08	8.07485443797018e-08
"RAB7A"	0.7903037595403	1.58665087803182e-08	8.0842485064735e-08
"FBXO7"	-0.64216083404706	1.58682909843082e-08	8.0842485064735e-08
"HSDL2"	-0.727952310264802	1.59159936888413e-08	8.10759728811959e-08
"HUWE1"	3.51583232622746	1.59189343148853e-08	8.10759728811959e-08
"ZNF711"	1.40355085358199	1.59195560300284e-08	8.10759728811959e-08
"SEPHS1"	-1.44724665053931	1.59304161301518e-08	8.1122050781781e-08
"CENPQ"	-1.70098679528511	1.59665192583162e-08	8.12966480005915e-08
"RP9"	-1.48479233781871	1.59768221324836e-08	8.13398534138818e-08
"MOSPD1"	-1.66250821010685	1.59992241897421e-08	8.14427387911878e-08
"PANX2"	2.51390728041805	1.60006703501411e-08	8.14427387911878e-08
"DLGAP4"	-2.5247946336306	1.60036851258728e-08	8.14488209567392e-08
"PDE3A"	-2.46551316049567	1.60145345215189e-08	8.14947705565773e-08
"CHRNA5"	-2.24430208893035	1.6023274191254e-08	8.15299749549526e-08
"CHST14"	-2.70349637643507	1.60552911753593e-08	8.1683598027098e-08
"TNPO1"	-2.51944540468888	1.60904386396015e-08	8.18531111336672e-08
"SH3BGRL3"	-1.38525792381046	1.61023047730945e-08	8.1904165521607e-08
"OR51B5"	-2.22247699723087	1.61098139261974e-08	8.19330491001014e-08
"ABCC3"	-3.55164351383788	1.61286548840158e-08	8.20195520951042e-08
"TACO1"	-1.20350848913419	1.61537929028391e-08	8.21380544375674e-08
"MTR"	-2.13028619708789	1.6164917696053e-08	8.21852841536465e-08
"TPI1"	-0.552314508578399	1.6176182139186e-08	8.2233213064676e-08
"GTF2H5"	-0.79783217984849	1.62004108457162e-08	8.23470287121947e-08
"CD33"	-2.7356191936453	1.62827635537099e-08	8.27562304803362e-08
"TMEM144"	4.47569851096323	1.62895882413598e-08	8.27815159907231e-08
"TMEM38B"	-1.85868569061539	1.6300810320324e-08	8.28291401789762e-08
"OTUB1"	1.39822699310884	1.6303100769845e-08	8.28313745096134e-08
"FBXO41"	2.75863242290783	1.63184694167509e-08	8.29000473571059e-08
"GREB1"	-2.414939276425	1.63418846693958e-08	8.30095778303802e-08
"DHTKD1"	-1.4740268180513	1.63498339762254e-08	8.30405321652231e-08
"NSMCE2"	-1.64944989646225	1.63567442554986e-08	8.30662028706565e-08
"KCNJ4"	3.3361174371609	1.63684100415122e-08	8.31160154093398e-08
"FLRT2"	1.54250976285626	1.63981993584176e-08	8.32578344282857e-08
"TRPM2"	1.80001022529005	1.64047161487674e-08	8.32806558062415e-08
"PRR35"	3.58404623424832	1.64064157262408e-08	8.32806558062415e-08
"C9orf85"	-2.1705458779036	1.64095851193452e-08	8.32872977547534e-08
"EIF3K"	-0.700402714057587	1.64209857337522e-08	8.33305994597103e-08
"NCOA3"	-3.05287548976818	1.6421840361843e-08	8.33305994597103e-08
"CHD4"	-1.85936027646072	1.6460030007239e-08	8.35070766717737e-08
"RNF138"	-1.61272735029669	1.64603501295555e-08	8.35070766717737e-08
"HLA-F"	-1.1351182778078	1.6472616391672e-08	8.35598344356425e-08
"CRELD1"	1.16422257633085	1.64865242800849e-08	8.36209066953172e-08
"SMC3"	-1.12514794744602	1.65015570848239e-08	8.36876701289947e-08
"PYCR2"	-1.0072888545777	1.65352954920619e-08	8.38492731750196e-08
"PROSC"	0.606130375161152	1.65604542316047e-08	8.39673376673503e-08
"DPH7"	-0.846618659826037	1.65686357313476e-08	8.39993045754637e-08
"CISD1"	0.671803175884109	1.65908714268024e-08	8.41025078239855e-08
"SHISA2"	-3.80806949969967	1.65941041861777e-08	8.41093688512533e-08
"MRI1"	-0.670425769318509	1.66030014221726e-08	8.41449362077631e-08
"PSMB3"	-1.33699174298453	1.66219304181423e-08	8.42313312720083e-08
"EIF4ENIF1"	0.994164755801422	1.6630414379898e-08	8.42647827450147e-08
"LANCL2"	2.81260512305494	1.66412800490747e-08	8.43102931714271e-08
"PTPRF"	-0.72505929624852	1.66502846499592e-08	8.43463655680333e-08
"KCNH3"	3.30732918973552	1.66779608712143e-08	8.44750751928861e-08
"RNF180"	3.32879311536689	1.66794673223598e-08	8.44750751928861e-08
"JAKMIP1"	3.86559487281039	1.67163137078153e-08	8.46521086565945e-08
"GNAS"	0.84302186979991	1.67256017447289e-08	8.46895612271847e-08
"ZNF385A"	1.55446864344577	1.67530009396815e-08	8.48187002326229e-08
"ING3"	0.991004216611887	1.67639076812848e-08	8.48643198940822e-08
"TDRP"	1.98853979468969	1.67699586818325e-08	8.48773319188394e-08
"TMEM33"	-1.41217395939679	1.67702709392773e-08	8.48773319188394e-08
"SNAP23"	-1.91883060319301	1.67741723058301e-08	8.48874780325343e-08
"RPL29"	-1.98953869189343	1.67777683125921e-08	8.48960767211274e-08
"FAM126B"	2.97851430390042	1.67950046353408e-08	8.49736861247244e-08
"F3"	3.75555174497603	1.68034679244385e-08	8.50068961711504e-08
"SH2D4A"	-2.67836332168353	1.68175285357195e-08	8.50684117478146e-08
"RRAGD"	1.30829422019803	1.68268004815082e-08	8.51056935642877e-08
"PLAUR"	-3.05841036535015	1.68391151469835e-08	8.51583545218523e-08
"SAR1B"	-1.01858870240388	1.68436249762522e-08	8.51715376157659e-08
"PRKCDBP"	-2.49802462635924	1.68464120781316e-08	8.51760075653929e-08
"MPDZ"	1.41474436547427	1.68633226476604e-08	8.52518771511003e-08
"MEN1"	-0.832095547168309	1.68792048387797e-08	8.53225312586883e-08
"JUP"	-1.97570243153831	1.68985663065643e-08	8.54107547844825e-08
"IDE"	-2.60402050400757	1.69050598400487e-08	8.5433927077825e-08
"HID1"	2.87128896624196	1.69161830167537e-08	8.54781955443318e-08
"AHCYL2"	1.27562985357444	1.69176391127824e-08	8.54781955443318e-08
"ASXL2"	-1.39056617854878	1.69545162158187e-08	8.56548513099876e-08
"ARL3"	0.805412458262058	1.6961316805845e-08	8.56795366774719e-08
"TMEM50A"	0.501057745984437	1.69952773601397e-08	8.58413986604686e-08
"DYNC1I2"	1.57258023824246	1.69980660280551e-08	8.58457958871171e-08
"PRSS2"	-7.39650231803853	1.70095765226696e-08	8.58942352305769e-08
"VWA5B2"	2.56986705116763	1.70170162885979e-08	8.59221097712646e-08
"NAPEPLD"	2.34674346348384	1.70290300533143e-08	8.59730703966309e-08
"TRIM44"	2.71795198071293	1.70705821041131e-08	8.61689831829911e-08
"PSMD8"	-0.969483837855822	1.70732387450638e-08	8.61689831829911e-08
"WDR61"	-1.30659117760802	1.70736111999903e-08	8.61689831829911e-08
"TUBB2B"	2.24941326636379	1.70772762487501e-08	8.61712409701422e-08
"SOBP"	2.93772536940698	1.70779092726151e-08	8.61712409701422e-08
"CEP152"	-2.40013952587992	1.71441626320242e-08	8.64957888354048e-08
"PTOV1"	0.755775717036533	1.71654200147702e-08	8.65932752683789e-08
"SLCO3A1"	2.90309921824585	1.71689801178259e-08	8.66014734760977e-08
"ATP6V0A2"	-3.50636334737148	1.71722089548275e-08	8.66079990964909e-08
"FAM126A"	-2.49174827777002	1.71973752131866e-08	8.67251521173386e-08
"LINC-PINT"	1.92889600801998	1.72372121373034e-08	8.69162535395617e-08
"AFTPH"	1.25752580617675	1.72428991382822e-08	8.6935135049336e-08
"SLU7"	1.41009746617074	1.72557144806716e-08	8.6989947882061e-08
"DARS2"	-4.169747743058	1.72892208933029e-08	8.71443477144003e-08
"SRP72"	-1.48571039028733	1.7290236118149e-08	8.71443477144003e-08
"EIF2S3"	-2.10335582624763	1.72987746411907e-08	8.71775653463723e-08
"CYP4V2"	2.75465784685596	1.73097277985513e-08	8.72229427327138e-08
"POLH"	-1.81025130560453	1.73969749017027e-08	8.76527083981321e-08
"CASC5"	-2.9847352729949	1.74134224380944e-08	8.77257017829078e-08
"ZNF585A"	1.79150163212116	1.74162478733294e-08	8.77300607561881e-08
"SRSF12"	1.67150819831834	1.74186767962079e-08	8.77324216397794e-08
"RIF1"	-1.0785787928238	1.74383825385827e-08	8.78126198652851e-08
"S1PR1"	3.79323293161706	1.74385236697349e-08	8.78126198652851e-08
"ADO"	1.18389617839047	1.74496455016818e-08	8.78587393490011e-08
"PARM1"	3.58219544742341	1.74685090349442e-08	8.79438234384658e-08
"MMP16"	2.03588070657735	1.74735587790706e-08	8.79593517845108e-08
"RAB5B"	1.04614973855329	1.74858112960146e-08	8.80111302704037e-08
"ANXA6"	1.15043005891013	1.7487972464554e-08	8.80121101567049e-08
"UQCR10"	2.35724091356159	1.75090638559401e-08	8.81083496667927e-08
"POLR3G"	-2.82444143540915	1.75134908950431e-08	8.81207193365431e-08
"ADAM10"	-1.32344383405473	1.75373756696119e-08	8.82309785824136e-08
"FADS1"	-0.948544841929209	1.75552537962459e-08	8.83109968421693e-08
"SRGAP2"	1.64207760013167	1.75622619551868e-08	8.83363223270779e-08
"UBXN7"	-0.71379605335609	1.75723075030388e-08	8.83769181487814e-08
"HOXA3"	-3.59333771530055	1.76163203434368e-08	8.85883183472874e-08
"BTBD6"	0.83827903702439	1.76266621416057e-08	8.8630366341951e-08
"BBS2"	1.03129964800349	1.77093176065851e-08	8.90359715569895e-08
"LCLAT1"	-1.7159220266772	1.77215520949037e-08	8.90874745096606e-08
"ASPHD2"	3.92698118998105	1.77383483041407e-08	8.91618954065725e-08
"SFXN4"	-1.03217533983845	1.77720780676028e-08	8.93214066247761e-08
"LOC100190986"	-1.46265271087431	1.77779287559342e-08	8.93258595563432e-08
"GTF2IRD1"	-1.68310133401566	1.77788969538693e-08	8.93258595563432e-08
"ELOVL7"	1.39295823547947	1.77789515803e-08	8.93258595563432e-08
"CPA4"	-2.24535793939194	1.78008451231721e-08	8.94258193212134e-08
"DOCK9"	2.81347608109444	1.78081173456267e-08	8.94523120000975e-08
"CDAN1"	-1.06626839282008	1.78338801817133e-08	8.95716688825901e-08
"LY96"	-2.90719817614491	1.78405300278067e-08	8.95950136809376e-08
"ACTR3"	-0.836497158419474	1.78669777526907e-08	8.97112986500861e-08
"USP24"	-0.92009230028531	1.78676940782659e-08	8.97112986500861e-08
"EXOSC6"	1.76178684662303	1.78985358977635e-08	8.98560709635786e-08
"ATP1B1"	3.33531461970205	1.79067895857409e-08	8.98874242596927e-08
"KIAA1324L"	1.5384428634351	1.7912850938543e-08	8.98992854263792e-08
"KLHL7"	0.821452753082372	1.79131697969535e-08	8.98992854263792e-08
"DCTN5"	1.74449051539698	1.79201102169242e-08	8.99240332849713e-08
"RFC1"	-1.05548109213605	1.79420848020136e-08	9.0024209349655e-08
"ERAP2"	-3.73592193801115	1.79482123282031e-08	9.0044859428434e-08
"DPH5"	-1.66681933181304	1.79600582162259e-08	9.00941902628789e-08
"MCF2"	2.55852952444407	1.79810451235035e-08	9.01893595817015e-08
"SMC3"	-1.59621020569199	1.79843016982937e-08	9.01955857024687e-08
"ZNF106"	0.761791981934594	1.79957315843145e-08	9.02427969509893e-08
"NDUFV2"	-0.586425080643094	1.80070751914895e-08	9.02895650089965e-08
"ZFP28"	2.57353913070142	1.80284035015732e-08	9.03863814401714e-08
"NCKIPSD"	1.05402287539208	1.80569431663976e-08	9.05193266526982e-08
"KIF24"	1.42928909494851	1.80720982052511e-08	9.0585152567389e-08
"DTNA"	3.96341671331846	1.80823635189644e-08	9.06264570722027e-08
"RSF1"	1.27159869855375	1.81153693487674e-08	9.07817120785391e-08
"LDLR"	-2.99264908400589	1.81381714847779e-08	9.08858041841381e-08
"REPIN1"	-0.835282238628623	1.81538156589408e-08	9.09540102576463e-08
"CMSS1"	-0.967761025732631	1.81643562101369e-08	9.09966338192172e-08
"RBFOX2"	1.1996141312838	1.81803518135911e-08	9.10665725538986e-08
"PDLIM5"	-1.09954461066428	1.8205646658157e-08	9.1183070930223e-08
"ENOSF1"	-2.26371561329774	1.8208397767985e-08	9.11866454631237e-08
"CCND1"	-4.41787686835439	1.8214081786998e-08	9.12049053992932e-08
"GRSF1"	1.24479192190335	1.82295899761182e-08	9.12723491409717e-08
"PCM1"	-0.612986620059601	1.82877997167207e-08	9.15535530337307e-08
"STRN"	1.56455063194887	1.83104494050686e-08	9.16566909264343e-08
"PDE5A"	-2.04979413500131	1.83263348826503e-08	9.17259499002344e-08
"TTC28-AS1"	-2.25484405711204	1.83433342541051e-08	9.18007679611681e-08
"AGA"	-1.92906251498727	1.83933817664547e-08	9.20409430164853e-08
"USP14"	-0.923032855563976	1.83979759954098e-08	9.20536404304708e-08
"TIMM8B"	-1.15799097896806	1.84138677593666e-08	9.21228555151142e-08
"CD44"	-2.81328408221597	1.84190910456013e-08	9.21386876983271e-08
"NPIPA1"	1.06846195209957	1.8457742801085e-08	9.23217184628254e-08
"TOR1A"	-1.38880265544748	1.84679666642352e-08	9.23625339171425e-08
"MTF2"	-2.16650060225327	1.84935421600583e-08	9.24741371824378e-08
"IMMP2L"	-1.57217510184376	1.84944141996604e-08	9.24741371824378e-08
"ABHD15"	-2.33342528475182	1.85043680107068e-08	9.25135717925818e-08
"MARVELD1"	-3.26665082732462	1.8536165210543e-08	9.26621925793657e-08
"JAGN1"	-1.26390563766169	1.85693224987095e-08	9.28175784847266e-08
"EIF2B1"	-0.938128181620428	1.86251053620096e-08	9.30759432268965e-08
"MAF"	-0.941305988329704	1.86251708718403e-08	9.30759432268965e-08
"MORN4"	1.83417586708302	1.86314897083062e-08	9.30971255314227e-08
"HYAL2"	-1.64842490935076	1.86365017971939e-08	9.31117743285564e-08
"SRSF12"	2.30378154863904	1.86463765186417e-08	9.31507118504666e-08
"BET1L"	-0.964501757698375	1.86961752883285e-08	9.33890648665659e-08
"ZSWIM6"	0.855408350872383	1.87058722039418e-08	9.3427074696978e-08
"MTMR6"	0.895846260181471	1.87086200779702e-08	9.34303727080599e-08
"LOC730098"	1.68812279685168	1.87227694769177e-08	9.34868639948433e-08
"UBE2J2"	-1.15840414311532	1.87241095908878e-08	9.34868639948433e-08
"ZNF266"	-0.98147520995642	1.8761932910364e-08	9.3665261498745e-08
"WAPL"	-1.51593556226294	1.87859218462741e-08	9.37745614713187e-08
"KIN"	-1.76343864497356	1.88144227748278e-08	9.39063572778181e-08
"LRRC14"	-0.887062937748045	1.88176060438013e-08	9.39117725352779e-08
"GTF3C2"	-1.50980423535991	1.88260205527078e-08	9.39432908749015e-08
"ADAM15"	-2.62623876095293	1.88302624933106e-08	9.39507667036698e-08
"TNPO2"	0.924385049913684	1.88317170457284e-08	9.39507667036698e-08
"CDK5"	0.898760637153063	1.88574213111105e-08	9.40626801741153e-08
"ERCC1"	-1.08221489057903	1.88585198840967e-08	9.40626801741153e-08
"INO80D"	1.88134429163872	1.88611588821716e-08	9.40626801741153e-08
"VPS54"	-1.35772345848629	1.88625559603782e-08	9.40626801741153e-08
"NUDT16"	1.74437162491405	1.88888502887611e-08	9.41833092161086e-08
"TULP3"	-0.927577159581544	1.89225489187421e-08	9.4340826490723e-08
"ANAPC11"	-0.833335457978804	1.89248379178514e-08	9.43417293218264e-08
"TLN1"	3.39635585354781	1.89418568625728e-08	9.44102721907253e-08
"CASP7"	-1.90059442862552	1.89428064231101e-08	9.44102721907253e-08
"MT1F"	1.05358732469183	1.89541247423505e-08	9.44561637867318e-08
"NETO2"	-0.872401115090833	1.90209976730053e-08	9.47788657150998e-08
"C11orf1"	-1.48696492723003	1.90410185256197e-08	9.48680639607444e-08
"ACTG1"	-0.488649799941553	1.90431380512854e-08	9.48680639607444e-08
"EYA1"	-2.23152328902358	1.90472788731741e-08	9.48781316914613e-08
"AVEN"	-1.31957724613601	1.90602840491619e-08	9.4930751499378e-08
"KATNAL1"	1.28273849407286	1.90620847199238e-08	9.4930751499378e-08
"RPIA"	-1.95822454433991	1.91483705413258e-08	9.53396392286429e-08
"PPP2R2C"	7.04924369231719	1.91484497503412e-08	9.53396392286429e-08
"SRPK2"	1.31088783324397	1.91751854330816e-08	9.54621356221359e-08
"MBD5"	2.9807120208759	1.92042348271176e-08	9.55961221134994e-08
"TRIM5"	-2.63585131666527	1.92180338802744e-08	9.56541730811343e-08
"FRYL"	0.570130371580305	1.9240694094606e-08	9.57563110083605e-08
"FXYD5"	-5.41763309743144	1.9249243609218e-08	9.57882084694418e-08
"LUC7L2"	-1.88242247466064	1.92532488341882e-08	9.57974880292303e-08
"KIF5C"	4.03491483643683	1.92640586174951e-08	9.5840618884461e-08
"BORCS8"	2.52513588508429	1.92685341193334e-08	9.58522299705333e-08
"SNRPN"	2.16886502385955	1.92827963655109e-08	9.59125176855753e-08
"TTC17"	-1.1586409456832	1.93367833057651e-08	9.61703604436963e-08
"LRPPRC"	-1.40956859194114	1.93486304076789e-08	9.62185891695639e-08
"R3HDM2"	1.58569169521842	1.93798426481432e-08	9.63630971625704e-08
"HLA-DQB1"	1.91629130970837	1.9402791600393e-08	9.64664897652953e-08
"ELP5"	-1.06480395851857	1.94087035732569e-08	9.64851646256455e-08
"CHRDL1"	1.88922278593307	1.94295532954766e-08	9.65780861053255e-08
"GSTO2"	1.78342134220618	1.94919336547124e-08	9.68724675348399e-08
"TMEM134"	-1.11757707421213	1.94931057873529e-08	9.68724675348399e-08
"TRIM38"	-3.08580218898636	1.94975426722704e-08	9.68837592805743e-08
"SLC1A5"	-3.68662134005028	1.95080987282304e-08	9.69254514521181e-08
"CRHBP"	2.42835155205431	1.95164192586789e-08	9.69560284539275e-08
"HLTF"	-0.925205638526923	1.9523544129479e-08	9.69806593850126e-08
"BRMS1L"	1.55290919326323	1.9583349225962e-08	9.72669379599549e-08
"LOC643201"	-1.46245646281753	1.96179757955021e-08	9.74281097096638e-08
"CCDC43"	-1.00033180652773	1.9622834101498e-08	9.7441424946926e-08
"ZNF233"	1.1966094293482	1.96292426876633e-08	9.74624346271418e-08
"SGSM2"	0.817179300054558	1.96573488284415e-08	9.75911596412341e-08
"CENPBD1P1"	1.24444022039276	1.96794602643675e-08	9.76900980026655e-08
"SNTB2"	-1.25003008837424	1.97355608629162e-08	9.79577200821424e-08
"CDC42SE1"	-1.32432774596505	1.97867802326745e-08	9.82010574510515e-08
"PLXDC2"	2.43599597405619	1.98152872051055e-08	9.83316325703183e-08
"TMCO1"	-1.33822984926523	1.98183530559961e-08	9.83359433895968e-08
"CLIP1"	1.5694965239318	1.98243303473891e-08	9.83448254810592e-08
"EIF2AK1"	1.06731722858485	1.98245378382813e-08	9.83448254810592e-08
"PTPN3"	-1.02487084949248	1.98358270165891e-08	9.83808248240599e-08
"TP53"	-3.84407175389262	1.98361909735525e-08	9.83808248240599e-08
"DENR"	-0.803187199512113	1.98421174077483e-08	9.83993137619041e-08
"TNIK"	2.46590273375273	1.99524871845376e-08	9.89266707990668e-08
"BCAS3"	-1.52165157217583	1.99528791067829e-08	9.89266707990668e-08
"ITGA11"	-2.98451072519832	1.99753933757527e-08	9.9027326752901e-08
"GTF2IRD2"	-1.98532997595104	1.99839981727705e-08	9.90590123181433e-08
"MIR142"	-3.20672081512574	2.00245440175982e-08	9.92490024420402e-08
"EIF5"	0.495164932458577	2.00508223909275e-08	9.93614255171457e-08
"PTPN1"	-1.64396727711214	2.00516667099575e-08	9.93614255171457e-08
"PLEKHG4"	-3.93158293977315	2.00815408474057e-08	9.94984437248411e-08
"SPICE1"	-2.91301834767793	2.00941387951317e-08	9.95498423638382e-08
"KLF6"	-1.0247945227661	2.01018657077923e-08	9.95771003450969e-08
"CREB3L2"	-2.25387549620721	2.01083821100186e-08	9.95983565422745e-08
"HIRA"	-0.813692156139325	2.01112977956352e-08	9.96017753835841e-08
"TMEM245"	0.7498386289763	2.01316806939206e-08	9.96916907653364e-08
"RRP7A"	-1.12502384657843	2.01356484620599e-08	9.97003078402428e-08
"SPATC1L"	-1.54783378506858	2.01499500859226e-08	9.97600847395522e-08
"RCOR3"	1.20991133516319	2.01543191606951e-08	9.97706789465846e-08
"ANO4"	2.24243942118223	2.01672811698795e-08	9.98238040299852e-08
"LOC100996385"	3.59744632823981	2.02332921105418e-08	1.00139469390624e-07
"TPP2"	-2.05582101144474	2.02370054786308e-08	1.00146773242105e-07
"ZNF598"	-1.55385247622812	2.02474512327244e-08	1.00187388321925e-07
"SLC5A9"	-2.11527160863646	2.02720145724887e-08	1.00297766264466e-07
"OAS3"	-1.95912529362829	2.02742401330464e-08	1.00297766264466e-07
"CADM1"	1.03989520592399	2.02934953549707e-08	1.0038192728858e-07
"NR4A2"	1.66537465752089	2.03065407751817e-08	1.00435356275172e-07
"STRN"	1.87078647603203	2.03295675920136e-08	1.00538135596482e-07
"RPL6"	-0.843096758388155	2.03514441531661e-08	1.00635204344172e-07
"GATM"	5.40895575537484	2.03546233052036e-08	1.00639805639383e-07
"RDH10"	-1.71104668334471	2.03725498602934e-08	1.00717313768617e-07
"SMPX"	2.73601384660973	2.03822573178831e-08	1.00754175891228e-07
"PITPNC1"	2.57084082621191	2.03938946452684e-08	1.00800568607801e-07
"FKBP8"	1.33811860809353	2.03965701842087e-08	1.0080266068512e-07
"PLPP5"	-1.75851137607176	2.04087085995162e-08	1.0084133760702e-07
"FGFR1OP"	-2.9018982090191	2.04089024051387e-08	1.0084133760702e-07
"MR1"	-2.1388405224711	2.04418120445633e-08	1.00992796099622e-07
"PLS1"	-2.42934981773412	2.04493649767368e-08	1.01018960143359e-07
"HIST1H2BC"	-3.18571589455401	2.04609087127276e-08	1.01064830630928e-07
"ADD1"	1.45540630209046	2.04648859829197e-08	1.01073321237205e-07
"STX7"	1.31392947644531	2.05677611555621e-08	1.01570199523153e-07
"DDIT4L"	2.91009971401306	2.05762851197925e-08	1.01601083056204e-07
"ZMYND19"	-1.64162834195574	2.06109770457882e-08	1.01761157050336e-07
"SERINC3"	0.890875488882702	2.06875013794149e-08	1.02127709214328e-07
"STAT3"	-0.579698789509	2.06979992917288e-08	1.02168264729305e-07
"CDC42EP4"	1.47602281996482	2.07233209635205e-08	1.02281975412806e-07
"CPZ"	-2.5138190557402	2.07346748323346e-08	1.02326729164844e-07
"HIST1H4K"	-2.71623260420053	2.07498269887553e-08	1.02390215734149e-07
"INSR"	1.70271440128275	2.0841554973439e-08	1.0283151079167e-07
"MESDC2"	-1.68547785848338	2.08474323005451e-08	1.02843114158108e-07
"TSPAN8"	-2.40076429949385	2.0850407649306e-08	1.02843114158108e-07
"UNC13A"	3.63549742327294	2.08508002920429e-08	1.02843114158108e-07
"SPRYD7"	1.87687999058232	2.08550353033255e-08	1.02852667772522e-07
"EML6"	2.17554868300031	2.08640722359956e-08	1.02885898743303e-07
"WAC"	1.09233123843658	2.0873202516586e-08	1.0291958266303e-07
"CNST"	1.76404163928919	2.09308044163084e-08	1.03192232039689e-07
"HNMT"	-3.98949896488057	2.09558153432568e-08	1.03304160315321e-07
"TMEM50A"	-1.02058311714778	2.09848431576595e-08	1.03435863476234e-07
"SUCLG2"	-2.17401748139358	2.0988530739119e-08	1.03442647479354e-07
"CTNNBL1"	-1.33861501309132	2.09956087496755e-08	1.0346613798728e-07
"SYT11"	2.83687964485529	2.10387546666395e-08	1.03667346015647e-07
"RAB22A"	1.12089409525573	2.10423218404985e-08	1.03673509059154e-07
"SUGT1"	2.38182282061718	2.10536616700298e-08	1.03717961662505e-07
"XPOT"	-1.5387033723687	2.1076277457332e-08	1.03817947818661e-07
"LYPLA1"	-2.48072622705059	2.10978603194481e-08	1.0391282452484e-07
"PAXBP1"	-1.9298708127011	2.11236289169928e-08	1.0402829399306e-07
"AGT"	0.880800119686625	2.11505396647041e-08	1.04149362221751e-07
"ASCC3"	-1.63230741102617	2.11824872820794e-08	1.04295203608003e-07
"ENG"	-1.70544309795449	2.11904329470465e-08	1.04322848639095e-07
"SLC29A1"	-2.38813693778358	2.11954026054626e-08	1.0433583799055e-07
"RPS13"	-0.843016105841776	2.12191090866876e-08	1.04441047650257e-07
"PHKA1"	-3.03338128236918	2.12274991896586e-08	1.04470854819921e-07
"KBTBD6"	1.76184140434464	2.12324588004822e-08	1.04483774169806e-07
"EXOSC4"	-1.47693581842708	2.12815577885485e-08	1.04713874272678e-07
"NAA25"	-1.0796702468967	2.12903366377948e-08	1.04745554200411e-07
"SNRPN"	1.61382802852273	2.13231784002615e-08	1.04891387499906e-07
"SEPSECS"	-1.98784302633253	2.13246656283323e-08	1.04891387499906e-07
"METTL5"	-1.32205575310072	2.13351010221381e-08	1.04931184763386e-07
"ATG101"	-0.810323077565337	2.13899778264066e-08	1.05189522865471e-07
"GLMP"	-3.53822653445259	2.13974106770892e-08	1.05214514641156e-07
"EPN2"	1.64177250662259	2.14107300316243e-08	1.05268442633789e-07
"SLC30A3"	3.18411942850558	2.14141148213801e-08	1.05273519655722e-07
"HERC4"	-1.63524028776534	2.14231968691199e-08	1.05306600667142e-07
"ADAM11"	3.52243501773307	2.14327439404416e-08	1.05341960004218e-07
"UBE2L3"	-0.441192428431571	2.14415675546842e-08	1.05373756174091e-07
