"annotation"	"coefficient.affx"	"pvalue.affx"	"adj.pvalue.affx"
"ERN2"	0.0963300847872539	0.0149155655672877	0.0275749123272142
"FUK"	-0.274860654381711	0.0149238091089989	0.02758901282455
"OSBP2"	0.4039449779795	0.0149255900290569	0.0275911654760428
"PCDHB7"	0.371699118365303	0.014936813862782	0.0276107732216534
"MRPL20"	-0.22172968255721	0.014945182581778	0.0276251018721372
"LOC101928230"	-0.412459792176412	0.0149458277295176	0.0276251534592504
"SLC19A1"	-0.260521713503229	0.014946529481381	0.0276253096621387
"LOC100128288"	0.311823644327102	0.0149713061525143	0.0276699611067861
"PLA2R1"	0.626578517387562	0.0149804198112114	0.0276856616868555
"GOT1L1"	0.317263915319606	0.0149841556461153	0.0276914224996918
"LOC100130219"	0.235118008946107	0.0149934880094844	0.0277075250568762
"TBC1D3E"	-0.183460044247076	0.0150084949109467	0.0277341122309797
"CPM"	-0.508522082609845	0.015014493752282	0.027744051953971
"HMGN3-AS1"	0.349076578410969	0.0150154510390025	0.0277446753654363
"RBMS2"	-0.531112011161109	0.0150241847860032	0.027759667022349
"MORN5"	0.32946393217074	0.0150264735539854	0.0277627497680883
"CLDN15"	-0.575903126637931	0.0150510400643717	0.0278069906757903
"FGFR3"	0.738629470588769	0.0150723923287575	0.027845289815317
"SPAG6"	0.45220656787011	0.0150881492908599	0.027872880275705
"SPTBN4"	0.319590377755665	0.0150885723326432	0.027872880275705
"RRAGC"	0.187869543797611	0.0150923880933925	0.0278787783857308
"IPP"	-0.470484860730744	0.0150954082759398	0.0278832064712325
"SSH1"	0.184384140946559	0.0151187545694337	0.027925177644735
"LOC100506282"	-0.248515120829733	0.0151494842619893	0.0279807823386262
"LAMA1"	-0.423691196468144	0.0151506314092751	0.0279817463522269
"ERG"	-0.835242767057871	0.015162113039749	0.0280017962864985
"RBM7"	-0.219461935700167	0.0151719364168158	0.0280187821857235
"MCHR1"	0.630281956457237	0.0151783056017381	0.0280286124088319
"SYDE1"	-0.699620920335922	0.0151789492804407	0.0280286124088319
"ERCC6L2"	-0.389697188956781	0.015179138161705	0.0280286124088319
"LINC00996"	-0.249957329521882	0.0151905657340134	0.028047947515782
"KIAA1143"	0.222779527087442	0.0151908626280846	0.028047947515782
"MYO7A"	0.10476458154314	0.0152300814614211	0.0281191999458504
"OGFR"	-0.359012957286184	0.0152324744267296	0.0281224579425258
"LONRF3"	-0.674605595646935	0.0152417978565234	0.0281385102861264
"CLTCL1"	-0.428587261417652	0.0152510581770623	0.0281544448017076
"DAB2IP"	0.371953288730796	0.0152520565332263	0.0281551265086029
"SIGLEC8"	0.525421084925263	0.0152652460260582	0.0281783119336081
"LRRC40"	-0.312673727991287	0.0152718669501661	0.0281893709416272
"MPZL2"	-0.582692061181425	0.0152808838172096	0.028204851374259
"SIX3"	0.238126436852726	0.0152927603256685	0.0282256085255317
"LCORL"	-0.345032268040559	0.0152943716242214	0.0282274184088104
"CCDC57"	-0.450834801897391	0.0153046312586611	0.0282451889246891
"TOPORS"	0.366541627794849	0.0153068441823391	0.0282481081240628
"STOM"	-0.193708499353812	0.0153078348998602	0.0282487716479669
"COL6A1"	-0.934174337287112	0.0153099381099575	0.0282514880040101
"DCC"	0.0705645078964182	0.0153142620426859	0.0282583018751783
"GLTSCR1"	0.158945479089095	0.0153215582806913	0.0282705995386964
"LETM1"	-0.503110942625131	0.0153239064029731	0.0282737665404404
"SNX21"	-0.269100225202375	0.0153388536191317	0.0283001786040835
"LOC100506368"	0.250566095028466	0.0153443028075889	0.0283090653553917
"RUFY3"	-0.416756309750881	0.0153657375111575	0.028347442211433
"KCNH5"	-0.462101666278654	0.0153746687510787	0.0283627498711214
"VAMP4"	0.135351586753021	0.0153860216991638	0.0283825235828775
"FAM207A"	-0.457504036830625	0.0153901490120056	0.0283889211081958
"MYH11"	0.236346112371825	0.0153907583736094	0.0283889211081958
"LINC00869"	0.229670282337144	0.015421069907517	0.0284436597890307
"CDK8"	-0.209135812114417	0.0154287745290679	0.0284566979651761
"PDE3B"	-0.246345928087341	0.0154558585984044	0.0285054768793089
"CALCRL"	0.743699076083428	0.0154791811028625	0.0285473145475406
"ARHGEF26"	0.423442963251399	0.0154801220596709	0.028547873538367
"OPA3"	-0.308122873706474	0.0154936180119885	0.0285715849915352
"BST1"	-0.155205344241906	0.0155102298517267	0.0286010402226476
"GULP1"	-0.50441063231906	0.0155334588782784	0.0286426946916706
"NXPH4"	-0.116623022687183	0.0155416930404372	0.0286566973063819
"ERVH48-1"	-0.640424107303099	0.0155851336851286	0.0287356118979821
"ZEB1"	0.393387468543787	0.0155899230681684	0.0287432583661769
"PROM2"	-0.464121115933962	0.0156021357546972	0.0287645900410787
"BCLAF1"	-0.242756947893019	0.0156142262126517	0.0287856946234476
"RBMS3"	-0.239147656324594	0.0156186583766065	0.0287926795577642
"KDM6B"	-0.444504470062798	0.0156272355420596	0.0288066495880941
"CEBPG"	0.143533575079772	0.0156276259603618	0.0288066495880941
"ZNF311"	-0.360883805179733	0.0156281673663534	0.0288066495880941
"BOD1L1"	0.313382301861035	0.0156386606506434	0.028824733882002
"HOOK3"	-0.382326825856858	0.0156392665308932	0.028824733882002
"LINC01549"	0.627681263388185	0.0156616794345119	0.0288648544214715
"ACER3"	-0.25210364810379	0.0157110402929122	0.0289546353448458
"LOC101927579"	-0.37734367072947	0.0157144350328375	0.0289596991818198
"ANAPC1"	-0.28531290539233	0.0157160698901782	0.0289615194962249
"SPIDR"	-0.370476218516854	0.0157176977754098	0.0289633268130864
"MPC2"	-0.116645939483353	0.0157342902804936	0.0289927084603636
"HTR6"	0.270060454175201	0.0157381301931198	0.0289985901574009
"C7orf73"	-0.346229290429088	0.0157493240167985	0.0290180209005737
"IBSP"	0.377951331748305	0.0157593728942325	0.0290353405752622
"ARMC9"	-0.19400527661188	0.0157623946943424	0.0290397125484703
"CDX1"	0.157616866337441	0.0157700284964792	0.0290525806943452
"ARL6IP4"	-0.139533818316567	0.0157816162795299	0.0290727317640107
"FADS2"	0.246622068481153	0.0157877388182952	0.0290828135722597
"PARVA"	0.323093021119518	0.0157933503395874	0.0290919532369665
"DNMT3A"	0.538835244848006	0.0157959758741882	0.0290955920744574
"AK8"	0.364049546630091	0.0158231548395683	0.0291444552450602
"MRPS11"	-0.570041909198272	0.0158249669184076	0.0291465933909567
"LY86-AS1"	0.475138112414585	0.0158269032838875	0.0291489602639261
"UBXN11"	0.311985282882354	0.0158293481244189	0.0291522633798244
"UBXN4"	-0.195955659098908	0.0158504194080298	0.029189868371221
"HYDIN"	0.330131216688839	0.0158737993014778	0.0292317215905587
"WDR60"	0.346777990303821	0.0158854074514783	0.0292518945031213
"COX4I2"	0.19975264035382	0.0159005157748389	0.0292785108211425
"LZTS2"	-0.0875994556829136	0.0159331403145035	0.0293373772129805
"CCDC69"	-0.205559771366961	0.0159349099317776	0.029339428538203
"TASP1"	-0.364994529146128	0.015953219865296	0.0293719325472535
"FAM188B"	-0.57717667382987	0.0159653129268145	0.0293929882909301
"CRYGS"	0.450440029318498	0.015976481181695	0.0294123397543474
"ATAD2B"	-0.278806404635081	0.0159847502455321	0.0294263525003717
"LMLN"	0.421576092448587	0.016004835470534	0.0294621155891588
"UQCR11"	0.228695021978576	0.0160202507899352	0.0294892796065781
"ATP6V0E1"	-0.869615186734176	0.0160307474478682	0.0295073877350108
"SPATA33"	0.257542882502027	0.0160337629352966	0.0295117245407195
"CGN"	0.454597021634444	0.0160526689742108	0.0295453079166746
"TMPRSS5"	0.195870514664104	0.0160604792011557	0.0295584672722643
"LOC101928068"	0.584558915103586	0.016063501683439	0.0295628143157201
"MBD1"	0.323486725876418	0.0160685501558704	0.0295708894233608
"HFE"	-0.339726820224166	0.0160722423424883	0.0295764680021548
"FGFR1OP"	-0.370718633966171	0.0160791658775083	0.0295879922709383
"PTK6"	-0.840241871311538	0.0160801439589094	0.0295885225428639
"LOC283484"	0.797350610530748	0.0160807762608951	0.0295885225428639
"LCMT2"	-0.312616933477251	0.0160845459768044	0.0295942421269417
"SPPL2B"	-0.594394986510487	0.0161294062451344	0.0296755613708475
"ISY1"	-0.392072647127147	0.0161448969253533	0.0297028407444861
"KANSL1L"	-0.450469008350701	0.0161724979460733	0.0297523971586015
"COG1"	0.30160799373718	0.0161822249068932	0.0297690681052616
"TBC1D13"	0.16982579263707	0.016189606821711	0.029781423876387
"GLB1L3"	0.311608816162384	0.016190870744923	0.029782524806205
"TMEM115"	-0.221730312383698	0.0162094885447998	0.0298155461659978
"PRR7"	-0.25853570969039	0.0162114250930172	0.0298178827708494
"ABCB8"	0.386665914228022	0.0162184428441538	0.0298290689303961
"CYHR1"	0.184527567186955	0.01621883976274	0.0298290689303961
"SARS"	0.160692895400321	0.0162331605013169	0.0298541802842266
"NHLRC2"	-0.289654259790652	0.0162572946789719	0.0298973365925163
"DHX58"	0.165715779749673	0.016258975218583	0.0298991985735435
"HACD3"	-0.0808671551365902	0.0162737083165504	0.0299250622217647
"IFI44"	-0.275242871267184	0.01627787641952	0.0299314970021379
"MRO"	0.6449021739813	0.0162906151366892	0.0299536901137036
"STX2"	-0.526955194485507	0.0162968873298843	0.0299639918386452
"STIM2"	0.398150991211208	0.016314734090407	0.029995573222292
"PAQR7"	-0.203921842211918	0.0163211012653561	0.0300060470026404
"ABHD13"	0.436497229924155	0.0163295086888628	0.0300202707282294
"SLC45A4"	0.110728754526368	0.0163806264266366	0.0301130089686416
"SH2D3A"	-0.0864177131043965	0.0163851816247451	0.0301201457591117
"ZNF567"	-0.21906658886459	0.0164037740979306	0.0301530849978224
"ZNF555"	0.312601731495981	0.0164111722194402	0.0301654451457253
"IGSF3"	-0.48560535898376	0.0164333730949086	0.0302050121657383
"LTBP2"	-0.477737009039326	0.0164413281216411	0.0302183927318045
"SRSF1"	0.180673118274635	0.0164477298186836	0.0302289173687994
"SCFD2"	-0.299165415934136	0.0164798241326409	0.0302866590925338
"CACNA1D"	0.172561253699907	0.016481045005421	0.0302876591222231
"ZNF780A"	0.438390453828719	0.0164934481675948	0.0303082883336973
"FAM106A"	0.159967985919853	0.0164936247800414	0.0303082883336973
"NT5DC1"	0.619071021715546	0.0165080027415336	0.0303331488100922
"HFE"	-0.862249404297643	0.0165085092214725	0.0303331488100922
"SSFA2"	-0.352703410901826	0.0165124226132876	0.030339093824882
"GNE"	-0.219683106876078	0.0165150437469098	0.030342664118912
"ZBTB10"	0.444808246472975	0.0165207317941885	0.03035186864992
"PABPN1"	-0.113621602124494	0.0165221684722977	0.0303532621355454
"NIPBL"	-0.158455957379023	0.0165537390842123	0.030410012989082
"CLASRP"	-0.139310179782037	0.0165555400034957	0.0304120730748832
"LRP6"	-0.314720009892897	0.0165910083233572	0.0304759765450512
"NCAPH2"	0.317286237992642	0.0166052049554494	0.0305008024700852
"KDM7A"	-0.269105270455748	0.0166060363597887	0.0305010778232324
"HAL"	-0.0815796027661472	0.0166203171725704	0.030526055292825
"ANGPTL2"	0.265360073868251	0.0166248219022313	0.0305330760005033
"CCNJL"	0.506658439748057	0.0166496364848532	0.0305773955894989
"FBXL20"	-0.352410075611098	0.0166568257654493	0.0305893436444319
"SDHAP1"	-0.27651162478636	0.0166769291424077	0.0306250057729196
"GAMT"	-0.174450366602672	0.0166959521772994	0.0306586811491081
"TCAP"	0.273467343881453	0.0166969398073002	0.0306592368103523
"TNFRSF8"	-0.291008673108686	0.0167087456034927	0.0306796561325096
"TRAPPC10"	0.136541671030171	0.0167130418526957	0.0306862857384003
"ACSS3"	-0.252629592459866	0.0167294360561502	0.030715126559013
"NFKBIE"	-0.269764832571297	0.0167462709003554	0.0307447739936134
"TMEM140"	-0.21654982182371	0.0167498038450815	0.0307499988059588
"PRMT2"	0.537442965923612	0.016752013923421	0.0307527947152023
"ABL2"	0.195405614422166	0.0167899729889046	0.0308212145150493
"CDPF1"	-0.373450565146593	0.0168217777730951	0.0308783318026677
"PTPRF"	-0.49503611259245	0.0168225863504562	0.0308785495919705
"FLT1"	0.336029923773484	0.0168318505644354	0.0308942873959101
"HIST1H2AJ"	-0.638443766237643	0.0168348888059907	0.0308985968177536
"ZNF366"	0.419096566914962	0.0168539988978235	0.0309324027995976
"DCAF8"	0.276234799055026	0.0168791206630352	0.0309772388729571
"NOV"	0.317837529557434	0.0168954112889441	0.0310058646731171
"LANCL2"	0.270816585785993	0.0169039973209249	0.0310203495057327
"KLHL22"	-0.443598231497479	0.0169369715501228	0.0310795858424476
"KIF5B"	0.210572545430724	0.0169513978420231	0.0311039641260893
"DCAF12L2"	0.267891547460413	0.0169516465493692	0.0311039641260893
"RBAK"	-0.237546917153456	0.0169536250816575	0.0311063191962721
"NAAA"	0.613096296308102	0.0169557116167776	0.0311088722276173
"SH3BP5-AS1"	0.384301595776321	0.0169779393027852	0.0311483767753824
"BLOC1S6"	-0.196000341885468	0.0169848300528658	0.0311597415086925
"BLOC1S1"	0.186602142576568	0.0169858712374946	0.0311603743536217
"GPR137"	0.312947056842146	0.0170009134126388	0.0311854690894902
"TCAF2"	-0.296817552322386	0.0170009442379674	0.0311854690894902
"CCDC144NL-AS1"	-0.672772824876368	0.017017455157061	0.0312144763528451
"C15orf65"	-0.387741491510273	0.0170249565447521	0.0312269560721662
"SGCD"	-0.586936587727956	0.0170348752495939	0.0312438683989355
"MED26"	-0.397503338959575	0.0170367494708367	0.0312460254606715
"LACC1"	0.470483739173077	0.0170394696040888	0.0312497337158088
"NCOA2"	0.629330710504839	0.0170445043237514	0.0312576863558212
"AKR1E2"	0.565525035630976	0.0170573076995007	0.0312798845939054
"DAPK3"	0.417420155432437	0.0170892361625975	0.0313371513784248
"LRRC75B"	0.21736973759114	0.0171024731519595	0.0313601396422936
"ENTPD1"	0.150971953016841	0.017109932095385	0.031372531478596
"COL10A1"	0.274378287599252	0.0171130558113934	0.031376973613057
"ACSF3"	-0.47541175322887	0.0171173124178769	0.0313834924654662
"TSC22D2"	0.0919399279767821	0.0171241554897801	0.0313947527077092
"ZNF346"	0.222131715871874	0.0171360523068889	0.0314152769855044
"FBXO3"	0.302014904698724	0.0171388487624363	0.0314191167040059
"ATP6V0E1"	-0.542505254071489	0.0171442311574077	0.0314276964849863
"SCAPER"	0.247121576254207	0.0171690946298801	0.0314719855527078
"SEPT2"	-0.122275041225445	0.0171710766652943	0.0314743296568748
"MAGI1"	0.417578362334229	0.0171729796993455	0.0314757600360312
"SUMO2"	-0.123068825394485	0.0171732635695738	0.0314757600360312
"TJP2"	-0.369326737878187	0.0171828793285112	0.0314920944810339
"OPRK1"	0.380835823348909	0.0171840148635969	0.031492886009383
"POMGNT1"	0.205358563234088	0.0171979421280196	0.0315171197232677
"PROCA1"	-0.466851019682373	0.0172017917197697	0.0315228837657131
"PHF12"	0.325156498660182	0.0172202172603002	0.0315553571774483
"AGXT"	-0.153774088957655	0.0172307954806782	0.0315734486195797
"GLRX"	0.227779940369711	0.0172430069189195	0.0315945311415361
"PGM5-AS1"	0.555601699807566	0.0172444752743845	0.0315959280869674
"ANKRD13D"	0.19657064815139	0.0172508181237339	0.0316062557698475
"WASH3P"	-0.115346316362085	0.0172750579225678	0.0316493713366263
"OTUD7B"	0.314029781849189	0.0172982806370737	0.0316906200652013
"BCL9L"	-0.388795736883661	0.0173031219900657	0.0316981919605165
"EFR3B"	0.549904513390345	0.0173084042064588	0.0317065708359639
"C7orf25"	-0.112037124233364	0.0173471615720033	0.0317762682976541
"CAMK2G"	0.446564948211891	0.0173483774616757	0.0317771949609053
"PPP1R10"	0.227891791004441	0.017352854855462	0.0317840954332333
"SLAMF7"	-0.341986487711724	0.0173691900255592	0.0318127135694847
"ALDH1L1"	0.546930639767083	0.017389969427582	0.0318494689078389
"IHH"	0.170381979006302	0.0174041725653861	0.0318733202804161
"KBTBD2"	-0.220613077049228	0.0174046034121399	0.0318733202804161
"TLDC1"	-0.433491752230926	0.0174051288688303	0.0318733202804161
"ZNF252P"	0.35593038436081	0.0174420691324963	0.0319396606560291
"NDUFAF6"	0.350529312411631	0.0174444019327484	0.0319426255176371
"ERVH-1"	-0.307852692790784	0.0174710495319571	0.0319901113959936
"IGSF9"	-0.488421150604797	0.0174797552509318	0.0320047425139381
"CYP51A1"	-0.304906778710574	0.0174849531163713	0.0320129499560775
"CYP2C8"	0.490797892742707	0.0174867743097508	0.0320149746791788
"TFIP11"	-0.231159769245691	0.0175147202315991	0.0320648267143392
"DDX52"	-0.20527412935297	0.0175166206714401	0.0320669942232891
"SHC4"	0.345308237293924	0.0175256703563972	0.0320822488637945
"C15orf57"	0.177717001941298	0.0175346772247822	0.0320974238802598
"LRG1"	-0.523618667023957	0.0175412554539695	0.032108152185917
"ARL2BP"	0.167392865352891	0.0175494585231074	0.0321205980555047
"RANBP9"	-0.141186031882079	0.0175494902192165	0.0321205980555047
"DCTN5"	0.491128011138552	0.0175575606668837	0.032134055173266
"MAP4K5"	-0.112624790396412	0.0175602106677703	0.0321375910303302
"METTL14"	0.117759733547898	0.0175614141762768	0.0321384794272753
"LYG1"	-0.358437391239202	0.0175676970339638	0.0321486628961885
"SLC19A1"	-0.256180570935485	0.017584986864365	0.0321789873293614
"AP3M1"	0.45224451650155	0.0175867309060548	0.0321808630128536
"BRE"	-0.163161675220791	0.0175939223831062	0.0321927060579845
"RNF170"	0.208787109254005	0.0175971863010976	0.0321972988755473
"RNF150"	0.604831633342062	0.0175978712372338	0.0321972988755473
"ATF5"	0.132247866448767	0.0175989523950327	0.0321979607322112
"SEMA6C"	0.394955842087958	0.0176162210579424	0.0322282369877889
"RIN2"	0.618681064445436	0.0176275131526803	0.0322475773006891
"ASPN"	0.308772620675676	0.0176341801726764	0.0322584553179231
"IRF7"	-0.314550213010732	0.0176370637879925	0.0322614137459141
"ZNF777"	0.283691729157149	0.0176372390637016	0.0322614137459141
"BTBD7"	-0.456054784506819	0.0176442835947976	0.0322729803657183
"PRKACA"	0.200545463521808	0.0176510790575662	0.0322840904904142
"C1GALT1C1L"	-0.849490356946212	0.0176531425586222	0.0322865452312409
"BRD2"	-0.19625208813762	0.0176557763750291	0.032290042801602
"DCAF8"	0.286393473865979	0.0176654464326017	0.0323064079000335
"TTC5"	0.671472736252524	0.0176685549100903	0.0323107723933972
"PECAM1"	0.229563019192896	0.0176722557562861	0.0323162197600956
"NUDT18"	-0.174985844575544	0.0177053067542021	0.0323753353934903
"LINC00526"	0.216381269691811	0.0177063938231117	0.0323760004063891
"PACRG-AS3"	0.449313600936692	0.0177466656227819	0.032448311406701
"TMEM260"	0.284788305135536	0.0177755315177236	0.032499762596807
"AHCTF1"	0.148122826794126	0.0177944875890344	0.0325330917702134
"RHBG"	-0.333466515117415	0.017799773450351	0.0325414264345373
"WDR4"	-0.346753081450931	0.0178016492022288	0.0325435263334267
"IGFBP5"	-0.6173861257275	0.01784930573214	0.0326293153350349
"PLEKHA4"	-0.344693727973307	0.017861528666077	0.0326503258037471
"HLA-DPA1"	0.201139542235888	0.0178818728846048	0.0326861794087553
"KLHL36"	-0.148721999071533	0.0178900964603955	0.0326998757323149
"SLC7A1"	-0.442598571314374	0.0178969092693568	0.0327109924147234
"HLA-F"	0.246928085610669	0.0179011378564865	0.0327173850826899
"MILR1"	-0.448721090841219	0.0179029984236999	0.0327194494446941
"LOC254896"	-0.623940194073257	0.0179088361613008	0.0327287820022532
"NUTM2B-AS1"	-0.265616511493787	0.0179301292714778	0.0327663576691135
"NDUFV2-AS1"	0.809557057236238	0.0179343013605249	0.0327726437894682
"LOC100049716"	-0.296039671808894	0.0179606322855088	0.0328194201841437
"SLC2A13"	-0.664598154442068	0.0179732510306197	0.0328411375490493
"SLC23A1"	-0.241090034202735	0.017978398455884	0.0328492019306611
"LOC401261"	-0.471260012717111	0.0179864446407585	0.0328625619016079
"TUBB4B"	-0.172757505682985	0.0179881745222752	0.0328643809004755
"UBE3A"	0.571853166113467	0.0180023163176294	0.0328888753821463
"MCOLN3"	-0.357914813786002	0.018003319891457	0.0328893663031981
"RPUSD3"	0.4750846640953	0.018008509134232	0.0328975034617016
"LINC01278"	0.379176500703646	0.0180164656770199	0.0329106949855395
"MYADM"	-0.216869257635977	0.0180265617291663	0.0329277935168789
"SEC22C"	0.131165448113424	0.0180297269513509	0.0329322311322965
"C21orf33"	0.121985773360424	0.0180394460801265	0.0329486389471982
"SLC2A12"	0.690793704483316	0.0180757932250001	0.0330136789054521
"NPY5R"	0.267050538786488	0.0180766610548211	0.0330139166803874
"LINC00665"	0.51100603605766	0.0180984456739259	0.0330523538002296
"MOB3A"	-0.670607645710068	0.0181026993050453	0.0330587730576387
"PPHLN1"	-0.262082185609311	0.0181052067361387	0.033062003047151
"ZNF638"	-0.365707224327925	0.0181286095330107	0.0331033883418779
"CFAP74"	0.261356674858969	0.0181454962995161	0.0331328722769834
"BCAS2"	-0.0633606562628233	0.0181689152460668	0.0331742807911622
"CYYR1"	0.296093930439027	0.0181808430770601	0.0331947053709012
"AXIN2"	-0.326241110819942	0.0182250258913435	0.0332740172470004
"GINS4"	-0.630163238553284	0.0182264294090177	0.0332752222977767
"HFE"	-0.633331763479465	0.0182780454968049	0.0333680944793197
"FBXO9"	-0.315111594959121	0.0182895855600977	0.0333877999481068
"AP5Z1"	-0.260481073672435	0.0182978820905523	0.0334015829531266
"GLIS2"	-0.141352279023683	0.0183037158658587	0.0334108694193226
"TRIO"	0.250630879054482	0.0183189433273045	0.0334373012869837
"NAA50"	-0.310370474195358	0.0183202038263354	0.033438238344744
"MDFIC"	-0.344106047120294	0.0183243617687128	0.0334444635560113
"ABCB5"	-0.133533518359725	0.0183299053034154	0.0334532170517334
"PAPPA"	-0.201179201823403	0.0183350313773987	0.0334612079728778
"KDM4A"	-0.296458037486596	0.0183478836542652	0.0334832978931822
"FAM122A"	-0.0819907680462951	0.0183487826998095	0.033483573290087
"PLK5"	0.636436711916191	0.0183555159337651	0.0334944946846982
"CDKL3"	-0.61047412993235	0.0183602229894793	0.0335017180413052
"PLAGL1"	-0.344964022570849	0.0183961120046487	0.0335658359036266
"CCNT2"	0.217914668496432	0.0184195821685427	0.03360728983022
"PAQR4"	0.0969299555335691	0.0184218356098422	0.033610031166854
"AFF3"	0.217695576346086	0.0184360851170335	0.0336346578141999
"IL20RA"	0.574178715341728	0.018448298072188	0.0336555671348324
"PRMT2"	-0.156974979839217	0.0184710000539674	0.0336956092938519
"KIF2A"	0.141828109537191	0.0185007072099267	0.0337473434366685
"MIER2"	-0.233985221461828	0.0185008673376106	0.0337473434366685
"ZNF319"	0.157158863668931	0.018546323007038	0.0338288801606959
"MSI2"	-0.266140672605184	0.0186212487702454	0.0339641621143166
"ZNF814"	0.48461313043351	0.0186383911737538	0.0339940435784884
"ZNF155"	0.432041860456629	0.0186490291584864	0.0340120598621524
"ZNF557"	-0.556376815288919	0.0186667362200599	0.0340429667195714
"TCF3"	0.203481019270454	0.0186773520131077	0.0340609390717402
"RHBDD1"	-0.418933677490645	0.0186839881234774	0.0340716527097076
"MLST8"	-0.198960772140316	0.0186852653661939	0.0340725935760011
"ERVK13-1"	0.172831802367308	0.0186942257194835	0.0340875439519741
"TC2N"	-0.168472001918613	0.0187289992453616	0.0341495596115622
"ZDHHC13"	0.346739581686199	0.018730196545585	0.0341503514317107
"SYNJ2"	0.243087601946302	0.0187508756003576	0.0341866623908101
"COL9A1"	0.661430397760284	0.0187652077265689	0.0342113991205474
"KIAA1217"	-0.575044655766882	0.0187706321334945	0.0342198945729809
"DHPS"	0.113449826927867	0.0187764219972999	0.0342285797120382
"CNTLN"	-0.375853952021521	0.0187769257549817	0.0342285797120382
"TAB3"	-0.526147406756517	0.0188223593176243	0.0343100034056773
"TCF3"	-0.407578648845307	0.0188685447918394	0.0343927910199383
"RPP30"	0.696133003643022	0.0188737102655493	0.0344008054019518
"TOX4"	-0.348904751102988	0.0189498792250587	0.0345382307622059
"EFCAB2"	-0.527839667019319	0.0189574277791844	0.0345505818172081
"ZBTB21"	-0.17739416300406	0.0190191134872421	0.0346615947241227
"CCDC62"	0.211776933112461	0.0190363543338716	0.0346916028570689
"ACOX3"	-0.356195932200229	0.0190459998537185	0.0347077674858723
"ALCAM"	0.199031927400196	0.0190474319473946	0.0347089639769388
"FGFRL1"	-0.298922254013036	0.0190487985115509	0.0347100409650262
"RPL34"	-0.125763919552276	0.0190678145865693	0.0347432768650611
"SMA4"	-0.190350703580929	0.0191047107003879	0.0348090877750594
"IKZF1"	-0.763154334125126	0.0191370990067855	0.0348666803642456
"GGA1"	-0.253879018453228	0.0191402511236754	0.0348710037975746
"WNT2B"	0.599889420361849	0.0191546430387317	0.0348955708921009
"FGD5"	-0.190957824941998	0.0191552950593693	0.0348955708921009
"DUBR"	0.347955824019908	0.0191573069234259	0.0348978154855651
"CENPT"	-0.333555710347481	0.0191675124572178	0.0349149852476695
"KLF3-AS1"	0.666139864710477	0.0191734420948271	0.0349243650806268
"GCNT3"	-0.855181802302557	0.0191805502364953	0.0349358907042399
"ABCB5"	-0.618225915970403	0.0191911448392285	0.0349537654508814
"CRYZL1"	0.317186965210898	0.0191958384950754	0.0349608914985593
"PTPRG-AS1"	-0.164793674077663	0.0192157195676294	0.0349956762957812
"RAB11FIP3"	0.267575076766693	0.0192177210109393	0.0349978971991211
"WDR27"	-0.329782093035561	0.0192216398830593	0.03500360965969
"POLR3A"	0.176149699867682	0.0192318890766766	0.0350208490322947
"ZNF713"	0.541493416581094	0.0192328903670802	0.0350212474579536
"LOC101928841"	0.330480734234604	0.0192421243605979	0.0350366362035362
"WHAMMP2"	0.379755578076995	0.0192611793748574	0.035069905378183
"ITGB4"	-0.404032695877708	0.0192637556784969	0.0350731693575301
"FOXL2"	-0.492737641232761	0.0192649775539014	0.0350739671888057
"FIBP"	-0.148253387384999	0.0192787361588398	0.0350975884935337
"ZNF180"	0.203066415088567	0.0193193538712071	0.0351701037974271
"CDC40"	-0.0907492848865647	0.0193216660541316	0.0351728823687754
"LOC339988"	-0.219196806513616	0.0193276997412322	0.0351824350111274
"APTR"	0.745911549318926	0.0193372239769631	0.0351983405040248
"TMEM91"	0.292849440447584	0.0193467611243319	0.035214268204506
"LINC00881"	-0.24955674736446	0.0193772831918053	0.0352683890415794
"CACNA1A"	0.250792544998861	0.0193847653355199	0.0352805724597018
"MSANTD4"	0.498199242690341	0.0194047519880919	0.0353155123608914
"HAMP"	-0.131287739868129	0.0194058636729284	0.0353160994813802
"ARIH2"	-0.240932706639799	0.0194102922977083	0.0353227226996924
"CXCL5"	0.11102308422389	0.0194162144569993	0.0353320631932288
"DPH3"	0.123605258655664	0.0194202937677513	0.0353380495962546
"NFRKB"	-0.192681677722279	0.019429460272335	0.0353532920253944
"ZNF775"	-0.398783193231663	0.0194357485479927	0.0353632962848182
"FERMT1"	-0.636726141164582	0.0194468981404681	0.0353814355913949
"JADE2"	-0.836233712090427	0.0194472990336115	0.0353814355913949
"CYYR1"	0.3507136347166	0.0194526001476052	0.0353896415676688
"TTC21A"	0.309244845965836	0.0194551098526309	0.0353927687409295
"TGFB2"	-0.328757079543891	0.0194841656490879	0.0354441863915205
"IGF2BP2"	-0.581232257884926	0.0195080836926817	0.0354862540135612
"ECE1"	-0.429369645466631	0.0195421621536866	0.0355467998110301
"SLC12A4"	-0.532598220463542	0.0195578616029963	0.0355739109934042
"IGF2BP3"	-0.483574355539733	0.0195589399242361	0.0355744265960544
"POLR2J4"	-0.218779767560638	0.0195659713738702	0.0355857694574502
"MAP2K7"	-0.265179102181177	0.0195922363459073	0.0356320911007123
"CLK4"	0.540312325039212	0.0196019968143813	0.0356483937189942
"PARTICL"	0.328792417568725	0.0196140615064314	0.0356688853269613
"YME1L1"	0.646139940715911	0.019639438508232	0.0357135832063397
